layer,head,program_idx,best_program,best_iou
5,10,170,prog_L16H10,0.7281198849526269
5,11,375,prog_L23H22,0.710241519237189
5,12,635,prog_L8H19,0.6449064333537989
5,13,375,prog_L23H22,0.7151802475537412
5,14,584,prog_L6H16,0.7463045049168587
5,15,427,prog_L25H5,0.9082936870494744
5,16,427,prog_L25H5,0.8740389636282503
5,17,427,prog_L25H5,0.7934450500815654
5,18,548,prog_L4H6,0.81920719759257
5,19,125,prog_L14H13,0.7585526641667802
5,20,125,prog_L14H13,0.7983637796305431
5,21,375,prog_L23H22,0.7287637939727343
5,22,125,prog_L14H13,0.6425782708630308
5,23,125,prog_L14H13,0.7117268695049515
6,0,125,prog_L14H13,0.7457884540176825
6,1,509,prog_L3H13,0.928664878815149
6,2,263,prog_L19H9,0.8181996922478906
6,3,635,prog_L8H19,0.7756041337118796
6,4,577,prog_L6H1,0.7659712663215898
6,5,375,prog_L23H22,0.6698657105145793
6,6,170,prog_L16H10,0.7787860345494835
6,7,170,prog_L16H10,0.6677096010024514
6,8,125,prog_L14H13,0.6978188140305305
6,9,375,prog_L23H22,0.654002260181245
6,10,296,prog_L20H16,0.8255522671748686
6,11,375,prog_L23H22,0.7568334502799295
6,12,515,prog_L3H19,0.7411216523217105
6,13,125,prog_L14H13,0.8235893894047026
6,14,375,prog_L23H22,0.7124104504965809
6,15,625,prog_L8H1,0.6807485846570472
6,16,635,prog_L8H19,0.7331423870770161
6,17,125,prog_L14H13,0.6994729077600093
6,18,248,prog_L19H16,0.9226199142502312
6,19,509,prog_L3H13,0.9347070310419552
6,20,125,prog_L14H13,0.7558090439572573
6,21,246,prog_L19H14,0.7945239690052386
6,22,246,prog_L19H14,0.7330185784852504
6,23,481,prog_L2H1,0.6300209625350279
7,0,323,prog_L21H19,0.6728307093582642
7,1,337,prog_L22H1,0.6914162600147814
7,2,655,prog_L9H15,0.8285790195659007
7,3,375,prog_L23H22,0.7886577270577193
7,4,296,prog_L20H16,0.8287996942569121
7,5,588,prog_L6H2,0.8241001835483666
7,6,625,prog_L8H1,0.6969125514979881
7,7,375,prog_L23H22,0.6593721138372735
7,8,375,prog_L23H22,0.6771002979970736
7,9,481,prog_L2H1,0.6245181969479765
7,10,548,prog_L4H6,0.7253770475268568
7,11,588,prog_L6H2,0.742687031964146
7,12,125,prog_L14H13,0.7439898766629328
7,13,375,prog_L23H22,0.6567159911506518
7,14,375,prog_L23H22,0.7326655126730584
7,15,375,prog_L23H22,0.7271209136291472
7,16,625,prog_L8H1,0.7043518763112193
7,17,548,prog_L4H6,0.8173847819379049
7,18,296,prog_L20H16,0.7148307284456309
7,19,577,prog_L6H1,0.7560811465677586
7,20,296,prog_L20H16,0.6397306791547904
7,21,125,prog_L14H13,0.7647790065528485
7,22,125,prog_L14H13,0.7836899449406491
7,23,375,prog_L23H22,0.7373576885391417
8,0,427,prog_L25H5,0.7937020783676724
8,1,577,prog_L6H1,0.7904271730783029
8,2,618,prog_L7H4,0.9296290828020972
8,3,625,prog_L8H1,0.6877481058476317
8,4,125,prog_L14H13,0.7084737084632111
8,5,625,prog_L8H1,0.6501040850162872
8,6,174,prog_L16H14,0.9180976099636634
8,7,427,prog_L25H5,0.88741270765817
8,8,509,prog_L3H13,0.8988631033398982
8,9,635,prog_L8H19,0.6833612313206929
8,10,427,prog_L25H5,0.8169755936251397
8,11,375,prog_L23H22,0.6785298768019297
8,12,635,prog_L8H19,0.7383992472013213
8,13,375,prog_L23H22,0.7539823865308666
8,14,375,prog_L23H22,0.6711214883339732
8,15,481,prog_L2H1,0.6215535107227442
8,16,587,prog_L6H19,0.6554460864437355
8,17,436,prog_L26H12,0.7655391781733439
8,18,125,prog_L14H13,0.694922384381441
