k,head,program,strategy,increase,kl_div,spike
561,"(13, 11)",prog_L23H22,smart,1278.9939751222842,3.756915473937988,False
562,"(7, 8)",prog_L23H22,smart,1293.2856525134232,3.743739867210388,False
563,"(11, 22)",prog_L8H1,smart,1304.5916658690937,3.7610660552978517,False
564,"(17, 8)",prog_L8H19,smart,1310.7176689909516,3.774347496032715,False
565,"(3, 23)",prog_L14H13,smart,1355.526076444433,3.7197302341461183,False
566,"(15, 23)",prog_L23H22,smart,1349.3763349788808,3.750437593460083,False
567,"(13, 9)",prog_L23H22,smart,1351.4109010228333,3.7807636737823485,False
568,"(17, 7)",prog_L18H17,smart,1354.9754854767864,3.787537384033203,False
569,"(10, 19)",prog_L6H19,smart,1356.6355296371908,3.781093454360962,False
570,"(7, 0)",prog_L21H19,smart,1353.2467579983743,3.783656668663025,False
571,"(11, 11)",prog_L1H21,smart,1369.095273291842,3.787641906738281,False
572,"(12, 12)",prog_L8H1,smart,1377.019724662511,3.7836620569229127,False
573,"(15, 14)",prog_L14H13,smart,1380.5682252128008,3.796405220031738,False
574,"(11, 16)",prog_L8H1,smart,1404.4665894417183,3.7934223890304564,False
575,"(27, 0)",prog_L27H9,smart,1426.3085529953655,3.7971070289611815,False
576,"(12, 5)",prog_L23H22,smart,1435.0252434937804,3.809582805633545,False
577,"(24, 8)",prog_L21H19,smart,1437.4673854731238,3.8156950950622557,False
578,"(8, 14)",prog_L23H22,smart,1414.8388527888933,3.8365293741226196,False
579,"(15, 11)",prog_L3H3,smart,1434.8405697561257,3.851767730712891,False
580,"(6, 5)",prog_L23H22,smart,1452.0545985367232,3.874667263031006,False
581,"(24, 10)",prog_L25H22,smart,1439.0677202339211,3.8898817539215087,False
582,"(15, 2)",prog_L8H19,smart,1457.9489056683883,3.9110116004943847,False
583,"(6, 7)",prog_L16H10,smart,1463.1854453644135,3.758883166313171,False
584,"(12, 22)",prog_L8H1,smart,1467.6463652504708,3.792427921295166,False
585,"(13, 7)",prog_L22H1,smart,1464.9297103892573,3.796277403831482,False
586,"(24, 11)",prog_L23H1,smart,1485.6673029212147,3.804937982559204,False
587,"(11, 14)",prog_L16H10,smart,1508.2460055299596,3.812410497665405,False
588,"(21, 9)",prog_L4H6,smart,1504.0630923200438,3.7941246509552,False
589,"(20, 13)",prog_L4H6,smart,1515.9387932471607,3.828850603103638,False
590,"(12, 2)",prog_L22H2,smart,1525.7881537632181,3.8426838397979735,False
591,"(14, 6)",prog_L8H1,smart,1537.1698734619324,3.8490015983581545,False
592,"(20, 21)",prog_L4H6,smart,1562.351571678229,3.843296265602112,False
593,"(23, 8)",prog_L8H19,smart,1573.0456825616434,3.858156681060791,False
594,"(7, 7)",prog_L23H22,smart,1589.230650021477,3.830695939064026,False
595,"(23, 14)",prog_L8H19,smart,1585.6097447390075,3.8328050851821898,False
596,"(0, 4)",prog_L6H21,smart,1679.7626807362838,3.8557151794433593,False
597,"(7, 13)",prog_L23H22,smart,1719.5503236150555,3.8876468181610107,False
598,"(11, 0)",prog_L1H21,smart,1708.3449960173116,3.8977205753326416,False
599,"(8, 16)",prog_L6H19,smart,1711.1631744352042,3.8949385404586794,False
600,"(12, 6)",prog_L23H22,smart,1721.5544473086345,3.8914915561676025,False
601,"(13, 6)",prog_L10H12,smart,1720.2364112658342,3.8929106473922728,False
602,"(11, 23)",prog_L8H1,smart,1705.1081776260708,3.8985953330993652,False
603,"(22, 14)",prog_L6H16,smart,1710.7115482443237,3.908386564254761,False
604,"(14, 7)",prog_L8H1,smart,1743.2070329428138,3.9069381237030028,False
605,"(27, 21)",prog_L8H1,smart,1756.0608886258954,3.912500834465027,False
606,"(1, 1)",prog_L26H21,smart,1836.0564464731992,3.978811502456665,False
607,"(8, 5)",prog_L8H1,smart,1865.2430136055723,4.023720526695252,False
608,"(11, 21)",prog_L23H22,smart,1892.9625683800805,3.9992682456970217,False
609,"(15, 8)",prog_L22H1,smart,1891.8469559931411,3.9739898920059202,False
610,"(14, 4)",prog_L27H22,smart,1888.8566599982926,3.9802690505981446,False
611,"(15, 15)",prog_L8H19,smart,1883.122065901995,3.9975300788879395,False
612,"(19, 13)",prog_L21H19,smart,1897.750173978971,4.032739925384521,False
613,"(5, 12)",prog_L8H19,smart,1867.3793494504157,4.009001135826111,False
614,"(10, 7)",prog_L8H1,smart,1873.1678826054952,4.027614855766297,False
615,"(19, 7)",prog_L20H2,smart,1884.1780698603493,4.033005738258362,False
616,"(5, 22)",prog_L14H13,smart,1924.8021841419722,4.070034313201904,False
617,"(14, 17)",prog_L23H22,smart,1977.2171547889914,4.085063457489014,False
618,"(7, 20)",prog_L20H16,smart,2034.8344431626506,4.0849844455719,False
619,"(15, 10)",prog_L8H1,smart,2026.1027811848605,4.105117273330689,False
620,"(9, 6)",prog_L22H22,smart,2007.366791366591,4.108275651931763,False
621,"(8, 22)",prog_L6H1,smart,2028.851843683115,4.102600812911987,False
622,"(11, 19)",prog_L6H19,smart,2049.775633805396,4.094953107833862,False
623,"(16, 19)",prog_L8H19,smart,2069.7987608186586,4.102821350097656,False
624,"(11, 18)",prog_L8H1,smart,2102.3280447917305,4.142746829986573,False
625,"(21, 11)",prog_L19H9,smart,2097.8432882259813,4.1188091278076175,False
626,"(17, 6)",prog_L21H19,smart,2090.4170467458102,4.123402261734009,False
627,"(0, 1)",prog_L20H17,smart,2132.047966116114,4.121766448020935,False
628,"(6, 23)",prog_L2H1,smart,2181.930264402001,4.161857843399048,False
629,"(27, 9)",prog_L3H3,smart,2181.5167785335907,4.1696555614471436,False
630,"(16, 21)",prog_L23H22,smart,2191.562416634217,4.17140805721283,False
631,"(14, 3)",prog_L8H1,smart,2229.78405482414,4.167950224876404,False
632,"(14, 19)",prog_L6H19,smart,2256.513587301871,4.19288740158081,False
633,"(7, 9)",prog_L2H1,smart,2300.581399517661,4.21170585155487,False
634,"(19, 1)",prog_L8H19,smart,2327.619956000954,4.231325244903564,False
635,"(8, 15)",prog_L2H1,smart,2321.4216364265308,4.253609275817871,False
636,"(15, 3)",prog_L8H19,smart,2287.5321233378804,4.286048102378845,False
637,"(0, 18)",prog_L2H1,smart,2326.6192716643322,4.316114234924316,False
638,"(10, 14)",prog_L3H3,smart,2339.0706719446375,4.312597751617432,False
639,"(12, 17)",prog_L8H1,smart,2357.786289414851,4.317999625205994,False
640,"(10, 0)",prog_L23H22,smart,2379.040702757283,4.306681680679321,False
641,"(13, 8)",prog_L3H3,smart,2387.4097119576677,4.299495267868042,False
642,"(9, 2)",prog_L6H1,smart,2408.627234113185,4.322186613082886,False
643,"(11, 12)",prog_L2H1,smart,2429.8317356274993,4.317233896255493,False
644,"(26, 14)",prog_L8H1,smart,2420.5800582270513,4.303380012512207,False
645,"(14, 5)",prog_L3H3,smart,2440.316927920019,4.298696041107178,False
646,"(9, 14)",prog_L6H19,smart,2445.528406612858,4.287274980545044,False
647,"(14, 23)",prog_L17H8,smart,2512.218308711337,4.288324332237243,False
648,"(0, 8)",prog_L8H19,smart,2497.5357213435004,4.309218907356263,False
649,"(25, 21)",prog_L26H12,smart,2506.56910576196,4.301528763771057,False
650,"(27, 5)",prog_L8H1,smart,2493.3718713740586,4.293912601470947,False
651,"(10, 12)",prog_L18H3,smart,2493.3212126562744,4.29408745765686,False
652,"(12, 23)",prog_L3H20,smart,2573.258366550957,4.29781813621521,False
653,"(0, 21)",prog_L14H1,smart,2655.8748983223727,4.368418455123901,False
654,"(14, 9)",prog_L8H19,smart,2742.1103694504563,4.387916612625122,False
655,"(10, 13)",prog_L1H21,smart,2831.231379698502,4.401635313034058,False
656,"(11, 13)",prog_L18H3,smart,2881.197251242103,4.441000533103943,False
657,"(14, 0)",prog_L3H3,smart,2915.511733831901,4.457624125480652,False
658,"(26, 13)",prog_L8H1,smart,2897.874735483044,4.396750593185425,False
659,"(26, 12)",prog_L25H13,smart,2890.550489462822,4.402485990524292,False
660,"(0, 19)",prog_L1H21,smart,2794.6468516116615,4.445929145812988,False
661,"(0, 17)",prog_L3H20,smart,2868.629815083966,4.514932179450989,False
662,"(0, 20)",prog_L2H1,smart,3610.3799494903333,4.674191927909851,True
663,"(0, 6)",prog_L23H22,smart,4175.30754228475,4.787668371200562,True
664,"(0, 13)",prog_L6H19,smart,4434.150882866844,4.881570672988891,True
665,"(1, 8)",prog_L23H22,smart,4925.206561338699,4.999992561340332,True
666,"(6, 9)",prog_L23H22,smart,5152.087381810848,5.044480800628662,True
667,"(3, 18)",prog_L14H13,smart,5190.322627408391,5.050570726394653,True
668,"(0, 7)",prog_L3H20,smart,5387.401169572285,5.218823027610779,True
669,"(0, 5)",prog_L2H1,smart,5638.757863334509,5.27171037197113,True
670,"(9, 7)",prog_L3H3,smart,5779.7576417905875,5.270596170425415,True
671,"(0, 15)",prog_L5H5,smart,5913.665006636949,5.308118152618408,True
672,"(0, 0)",prog_L2H20,smart,6556.296150982028,5.630201959609986,True
