layer,head,k,iou_score,program_idxs_used
3,8,20,0.304,62|9|17|33|44|68|52|59|55|23|27|30|64|2|24|32|36|58|18|28
3,9,1,0.266,33
3,9,2,0.266,33|68
3,9,3,0.269,33|68|62
3,9,4,0.361,33|68|62|17
3,9,5,0.361,33|68|62|17|55
3,9,6,0.361,33|68|62|17|55|23
3,9,7,0.361,33|68|62|17|55|23|27
3,9,8,0.361,33|68|62|17|55|23|27|64
3,9,9,0.374,33|68|62|17|55|23|27|64|30
3,9,10,0.375,33|68|62|17|55|23|27|64|30|58
3,9,11,0.375,33|68|62|17|55|23|27|64|30|58|24
3,9,12,0.375,33|68|62|17|55|23|27|64|30|58|24|18
3,9,13,0.382,33|68|62|17|55|23|27|64|30|58|24|18|2
3,9,14,0.398,33|68|62|17|55|23|27|64|30|58|24|18|2|32
3,9,15,0.399,33|68|62|17|55|23|27|64|30|58|24|18|2|32|36
3,9,16,0.401,33|68|62|17|55|23|27|64|30|58|24|18|2|32|36|28
3,9,17,0.401,33|68|62|17|55|23|27|64|30|58|24|18|2|32|36|28|59
3,9,18,0.401,33|68|62|17|55|23|27|64|30|58|24|18|2|32|36|28|59|9
3,9,19,0.401,33|68|62|17|55|23|27|64|30|58|24|18|2|32|36|28|59|9|52
3,9,20,0.401,33|68|62|17|55|23|27|64|30|58|24|18|2|32|36|28|59|9|52|56
3,10,1,0.309,33
3,10,2,0.309,33|68
3,10,3,0.54,33|68|55
3,10,4,0.559,33|68|55|23
3,10,5,0.559,33|68|55|23|17
3,10,6,0.559,33|68|55|23|17|64
3,10,7,0.559,33|68|55|23|17|64|27
3,10,8,0.568,33|68|55|23|17|64|27|30
3,10,9,0.568,33|68|55|23|17|64|27|30|24
3,10,10,0.648,33|68|55|23|17|64|27|30|24|36
3,10,11,0.664,33|68|55|23|17|64|27|30|24|36|32
3,10,12,0.662,33|68|55|23|17|64|27|30|24|36|32|58
3,10,13,0.662,33|68|55|23|17|64|27|30|24|36|32|58|18
3,10,14,0.668,33|68|55|23|17|64|27|30|24|36|32|58|18|2
3,10,15,0.668,33|68|55|23|17|64|27|30|24|36|32|58|18|2|28
3,10,16,0.668,33|68|55|23|17|64|27|30|24|36|32|58|18|2|28|59
3,10,17,0.668,33|68|55|23|17|64|27|30|24|36|32|58|18|2|28|59|56
3,10,18,0.668,33|68|55|23|17|64|27|30|24|36|32|58|18|2|28|59|56|52
3,10,19,0.668,33|68|55|23|17|64|27|30|24|36|32|58|18|2|28|59|56|52|53
3,10,20,0.668,33|68|55|23|17|64|27|30|24|36|32|58|18|2|28|59|56|52|53|25
3,11,1,0.174,62
3,11,2,0.178,62|9
3,11,3,0.236,62|9|33
3,11,4,0.285,62|9|33|17
3,11,5,0.285,62|9|33|17|68
3,11,6,0.307,62|9|33|17|68|52
3,11,7,0.308,62|9|33|17|68|52|55
3,11,8,0.308,62|9|33|17|68|52|55|59
3,11,9,0.308,62|9|33|17|68|52|55|59|23
3,11,10,0.308,62|9|33|17|68|52|55|59|23|27
3,11,11,0.308,62|9|33|17|68|52|55|59|23|27|30
3,11,12,0.309,62|9|33|17|68|52|55|59|23|27|30|64
3,11,13,0.309,62|9|33|17|68|52|55|59|23|27|30|64|2
3,11,14,0.309,62|9|33|17|68|52|55|59|23|27|30|64|2|24
3,11,15,0.314,62|9|33|17|68|52|55|59|23|27|30|64|2|24|58
3,11,16,0.334,62|9|33|17|68|52|55|59|23|27|30|64|2|24|58|32
3,11,17,0.335,62|9|33|17|68|52|55|59|23|27|30|64|2|24|58|32|36
3,11,18,0.335,62|9|33|17|68|52|55|59|23|27|30|64|2|24|58|32|36|28
3,11,19,0.335,62|9|33|17|68|52|55|59|23|27|30|64|2|24|58|32|36|28|18
3,11,20,0.335,62|9|33|17|68|52|55|59|23|27|30|64|2|24|58|32|36|28|18|56
4,0,1,0.214,33
4,0,2,0.214,33|68
4,0,3,0.322,33|68|55
4,0,4,0.328,33|68|55|23
4,0,5,0.343,33|68|55|23|30
4,0,6,0.347,33|68|55|23|30|64
4,0,7,0.347,33|68|55|23|30|64|27
4,0,8,0.347,33|68|55|23|30|64|27|24
4,0,9,0.364,33|68|55|23|30|64|27|24|32
4,0,10,0.365,33|68|55|23|30|64|27|24|32|36
4,0,11,0.366,33|68|55|23|30|64|27|24|32|36|28
4,0,12,0.367,33|68|55|23|30|64|27|24|32|36|28|58
4,0,13,0.367,33|68|55|23|30|64|27|24|32|36|28|58|18
4,0,14,0.369,33|68|55|23|30|64|27|24|32|36|28|58|18|2
4,0,15,0.369,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59
4,0,16,0.369,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59|56
4,0,17,0.369,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52
4,0,18,0.369,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|17
4,0,19,0.369,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|17|14
4,0,20,0.367,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|17|14|38
4,1,1,0.242,33
4,1,2,0.242,33|68
4,1,3,0.242,33|68|62
4,1,4,0.31,33|68|62|55
4,1,5,0.321,33|68|62|55|23
4,1,6,0.321,33|68|62|55|23|27
4,1,7,0.321,33|68|62|55|23|27|64
4,1,8,0.334,33|68|62|55|23|27|64|30
4,1,9,0.336,33|68|62|55|23|27|64|30|58
4,1,10,0.336,33|68|62|55|23|27|64|30|58|24
4,1,11,0.336,33|68|62|55|23|27|64|30|58|24|18
4,1,12,0.336,33|68|62|55|23|27|64|30|58|24|18|28
4,1,13,0.338,33|68|62|55|23|27|64|30|58|24|18|28|2
4,1,14,0.351,33|68|62|55|23|27|64|30|58|24|18|28|2|32
4,1,15,0.352,33|68|62|55|23|27|64|30|58|24|18|28|2|32|36
4,1,16,0.352,33|68|62|55|23|27|64|30|58|24|18|28|2|32|36|9
4,1,17,0.352,33|68|62|55|23|27|64|30|58|24|18|28|2|32|36|9|56
4,1,18,0.352,33|68|62|55|23|27|64|30|58|24|18|28|2|32|36|9|56|59
4,1,19,0.352,33|68|62|55|23|27|64|30|58|24|18|28|2|32|36|9|56|59|17
4,1,20,0.352,33|68|62|55|23|27|64|30|58|24|18|28|2|32|36|9|56|59|17|52
4,2,1,0.131,68
4,2,2,0.682,68|55
4,2,3,0.714,68|55|23
4,2,4,0.714,68|55|23|27
4,2,5,0.727,68|55|23|27|30
4,2,6,0.741,68|55|23|27|30|64
4,2,7,0.744,68|55|23|27|30|64|2
4,2,8,0.748,68|55|23|27|30|64|2|58
4,2,9,0.751,68|55|23|27|30|64|2|58|36
4,2,10,0.752,68|55|23|27|30|64|2|58|36|32
4,2,11,0.753,68|55|23|27|30|64|2|58|36|32|28
4,2,12,0.753,68|55|23|27|30|64|2|58|36|32|28|24
4,2,13,0.754,68|55|23|27|30|64|2|58|36|32|28|24|18
4,2,14,0.754,68|55|23|27|30|64|2|58|36|32|28|24|18|33
4,2,15,0.754,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59
4,2,16,0.754,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59|56
4,2,17,0.754,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59|56|14
4,2,18,0.807,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59|56|14|61
4,2,19,0.807,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59|56|14|61|53
4,2,20,0.807,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59|56|14|61|53|25
4,3,1,0.237,33
4,3,2,0.237,33|68
4,3,3,0.242,33|68|62
4,3,4,0.246,33|68|62|9
4,3,5,0.328,33|68|62|9|55
4,3,6,0.339,33|68|62|9|55|23
4,3,7,0.339,33|68|62|9|55|23|27
4,3,8,0.339,33|68|62|9|55|23|27|64
4,3,9,0.357,33|68|62|9|55|23|27|64|30
4,3,10,0.359,33|68|62|9|55|23|27|64|30|58
4,3,11,0.359,33|68|62|9|55|23|27|64|30|58|24
4,3,12,0.36,33|68|62|9|55|23|27|64|30|58|24|18
4,3,13,0.36,33|68|62|9|55|23|27|64|30|58|24|18|2
4,3,14,0.367,33|68|62|9|55|23|27|64|30|58|24|18|2|32
4,3,15,0.367,33|68|62|9|55|23|27|64|30|58|24|18|2|32|36
4,3,16,0.368,33|68|62|9|55|23|27|64|30|58|24|18|2|32|36|28
4,3,17,0.368,33|68|62|9|55|23|27|64|30|58|24|18|2|32|36|28|59
4,3,18,0.368,33|68|62|9|55|23|27|64|30|58|24|18|2|32|36|28|59|56
4,3,19,0.368,33|68|62|9|55|23|27|64|30|58|24|18|2|32|36|28|59|56|17
4,3,20,0.368,33|68|62|9|55|23|27|64|30|58|24|18|2|32|36|28|59|56|17|52
4,4,1,0.134,68
4,4,2,0.302,68|33
4,4,3,0.645,68|33|55
4,4,4,0.68,68|33|55|23
4,4,5,0.688,68|33|55|23|30
4,4,6,0.692,68|33|55|23|30|64
4,4,7,0.692,68|33|55|23|30|64|27
4,4,8,0.692,68|33|55|23|30|64|27|24
4,4,9,0.715,68|33|55|23|30|64|27|24|32
4,4,10,0.714,68|33|55|23|30|64|27|24|32|36
4,4,11,0.714,68|33|55|23|30|64|27|24|32|36|28
4,4,12,0.712,68|33|55|23|30|64|27|24|32|36|28|58
4,4,13,0.712,68|33|55|23|30|64|27|24|32|36|28|58|18
4,4,14,0.719,68|33|55|23|30|64|27|24|32|36|28|58|18|2
4,4,15,0.719,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
4,4,16,0.719,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
4,4,17,0.719,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14
4,4,18,0.775,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61
4,4,19,0.775,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61|53
4,4,20,0.775,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61|53|25
4,5,1,0.132,68
4,5,2,0.262,68|33
4,5,3,0.428,68|33|55
4,5,4,0.443,68|33|55|23
4,5,5,0.456,68|33|55|23|30
4,5,6,0.456,68|33|55|23|30|64
4,5,7,0.456,68|33|55|23|30|64|27
4,5,8,0.456,68|33|55|23|30|64|27|24
4,5,9,0.472,68|33|55|23|30|64|27|24|32
4,5,10,0.473,68|33|55|23|30|64|27|24|32|36
4,5,11,0.473,68|33|55|23|30|64|27|24|32|36|28
4,5,12,0.473,68|33|55|23|30|64|27|24|32|36|28|58
4,5,13,0.474,68|33|55|23|30|64|27|24|32|36|28|58|18
4,5,14,0.476,68|33|55|23|30|64|27|24|32|36|28|58|18|2
4,5,15,0.476,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
4,5,16,0.476,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
4,5,17,0.476,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52
4,5,18,0.476,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14
4,5,19,0.476,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14|25
4,5,20,0.476,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14|25|53
4,6,1,0.213,68
4,6,2,0.324,68|33
4,6,3,0.492,68|33|55
4,6,4,0.514,68|33|55|23
4,6,5,0.528,68|33|55|23|30
4,6,6,0.53,68|33|55|23|30|64
4,6,7,0.53,68|33|55|23|30|64|27
4,6,8,0.53,68|33|55|23|30|64|27|24
4,6,9,0.539,68|33|55|23|30|64|27|24|32
4,6,10,0.539,68|33|55|23|30|64|27|24|32|36
4,6,11,0.539,68|33|55|23|30|64|27|24|32|36|28
4,6,12,0.535,68|33|55|23|30|64|27|24|32|36|28|58
4,6,13,0.535,68|33|55|23|30|64|27|24|32|36|28|58|18
4,6,14,0.547,68|33|55|23|30|64|27|24|32|36|28|58|18|2
4,6,15,0.547,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
4,6,16,0.547,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
4,6,17,0.547,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52
4,6,18,0.547,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14
4,6,19,0.556,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14|38
4,6,20,0.556,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14|38|25
4,7,1,0.207,17
4,7,2,0.211,17|37
4,7,3,0.212,17|37|48
4,7,4,0.216,17|37|48|51
4,7,5,0.492,17|37|48|51|50
4,7,6,0.565,17|37|48|51|50|8
4,7,7,0.568,17|37|48|51|50|8|33
4,7,8,0.569,17|37|48|51|50|8|33|9
4,7,9,0.576,17|37|48|51|50|8|33|9|62
4,7,10,0.576,17|37|48|51|50|8|33|9|62|68
4,7,11,0.617,17|37|48|51|50|8|33|9|62|68|43
4,7,12,0.627,17|37|48|51|50|8|33|9|62|68|43|52
4,7,13,0.629,17|37|48|51|50|8|33|9|62|68|43|52|59
4,7,14,0.629,17|37|48|51|50|8|33|9|62|68|43|52|59|56
4,7,15,0.63,17|37|48|51|50|8|33|9|62|68|43|52|59|56|49
4,7,16,0.632,17|37|48|51|50|8|33|9|62|68|43|52|59|56|49|55
4,7,17,0.632,17|37|48|51|50|8|33|9|62|68|43|52|59|56|49|55|23
4,7,18,0.632,17|37|48|51|50|8|33|9|62|68|43|52|59|56|49|55|23|27
4,7,19,0.632,17|37|48|51|50|8|33|9|62|68|43|52|59|56|49|55|23|27|30
4,7,20,0.632,17|37|48|51|50|8|33|9|62|68|43|52|59|56|49|55|23|27|30|64
4,8,1,0.139,68
4,8,2,0.651,68|55
4,8,3,0.689,68|55|23
4,8,4,0.689,68|55|23|27
4,8,5,0.702,68|55|23|27|30
4,8,6,0.703,68|55|23|27|30|64
4,8,7,0.706,68|55|23|27|30|64|2
4,8,8,0.709,68|55|23|27|30|64|2|58
4,8,9,0.714,68|55|23|27|30|64|2|58|36
4,8,10,0.716,68|55|23|27|30|64|2|58|36|32
4,8,11,0.717,68|55|23|27|30|64|2|58|36|32|28
4,8,12,0.717,68|55|23|27|30|64|2|58|36|32|28|24
4,8,13,0.717,68|55|23|27|30|64|2|58|36|32|28|24|18
4,8,14,0.717,68|55|23|27|30|64|2|58|36|32|28|24|18|33
4,8,15,0.717,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59
4,8,16,0.717,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59|56
4,8,17,0.717,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59|56|14
4,8,18,0.773,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59|56|14|61
4,8,19,0.773,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59|56|14|61|53
4,8,20,0.773,68|55|23|27|30|64|2|58|36|32|28|24|18|33|59|56|14|61|53|25
4,9,1,0.202,62
4,9,2,0.202,62|68
4,9,3,0.288,62|68|33
4,9,4,0.293,62|68|33|9
4,9,5,0.413,62|68|33|9|55
4,9,6,0.43,62|68|33|9|55|23
4,9,7,0.43,62|68|33|9|55|23|27
4,9,8,0.43,62|68|33|9|55|23|27|64
4,9,9,0.447,62|68|33|9|55|23|27|64|30
4,9,10,0.45,62|68|33|9|55|23|27|64|30|58
4,9,11,0.45,62|68|33|9|55|23|27|64|30|58|24
4,9,12,0.45,62|68|33|9|55|23|27|64|30|58|24|18
4,9,13,0.45,62|68|33|9|55|23|27|64|30|58|24|18|2
4,9,14,0.452,62|68|33|9|55|23|27|64|30|58|24|18|2|32
4,9,15,0.452,62|68|33|9|55|23|27|64|30|58|24|18|2|32|36
4,9,16,0.454,62|68|33|9|55|23|27|64|30|58|24|18|2|32|36|28
4,9,17,0.454,62|68|33|9|55|23|27|64|30|58|24|18|2|32|36|28|59
4,9,18,0.454,62|68|33|9|55|23|27|64|30|58|24|18|2|32|36|28|59|56
4,9,19,0.454,62|68|33|9|55|23|27|64|30|58|24|18|2|32|36|28|59|56|52
4,9,20,0.454,62|68|33|9|55|23|27|64|30|58|24|18|2|32|36|28|59|56|52|17
4,10,1,0.098,68
4,10,2,0.746,68|55
4,10,3,0.79,68|55|23
4,10,4,0.79,68|55|23|27
4,10,5,0.798,68|55|23|27|30
4,10,6,0.8,68|55|23|27|30|64
4,10,7,0.801,68|55|23|27|30|64|2
4,10,8,0.807,68|55|23|27|30|64|2|58
4,10,9,0.81,68|55|23|27|30|64|2|58|36
4,10,10,0.812,68|55|23|27|30|64|2|58|36|32
4,10,11,0.813,68|55|23|27|30|64|2|58|36|32|28
4,10,12,0.813,68|55|23|27|30|64|2|58|36|32|28|24
4,10,13,0.813,68|55|23|27|30|64|2|58|36|32|28|24|18
4,10,14,0.813,68|55|23|27|30|64|2|58|36|32|28|24|18|56
4,10,15,0.812,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33
4,10,16,0.812,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33|59
4,10,17,0.812,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33|59|14
4,10,18,0.845,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33|59|14|61
4,10,19,0.845,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33|59|14|61|53
4,10,20,0.845,68|55|23|27|30|64|2|58|36|32|28|24|18|56|33|59|14|61|53|25
4,11,1,0.036,44
4,11,2,0.036,44|13
4,11,3,0.036,44|13|62
4,11,4,0.051,44|13|62|5
4,11,5,0.042,44|13|62|5|9
4,11,6,0.061,44|13|62|5|9|4
4,11,7,0.083,44|13|62|5|9|4|19
4,11,8,0.081,44|13|62|5|9|4|19|64
4,11,9,0.092,44|13|62|5|9|4|19|64|55
4,11,10,0.095,44|13|62|5|9|4|19|64|55|30
4,11,11,0.095,44|13|62|5|9|4|19|64|55|30|2
4,11,12,0.097,44|13|62|5|9|4|19|64|55|30|2|56
4,11,13,0.127,44|13|62|5|9|4|19|64|55|30|2|56|27
4,11,14,0.127,44|13|62|5|9|4|19|64|55|30|2|56|27|18
4,11,15,0.128,44|13|62|5|9|4|19|64|55|30|2|56|27|18|32
4,11,16,0.127,44|13|62|5|9|4|19|64|55|30|2|56|27|18|32|34
4,11,17,0.127,44|13|62|5|9|4|19|64|55|30|2|56|27|18|32|34|36
4,11,18,0.127,44|13|62|5|9|4|19|64|55|30|2|56|27|18|32|34|36|23
4,11,19,0.126,44|13|62|5|9|4|19|64|55|30|2|56|27|18|32|34|36|23|58
4,11,20,0.126,44|13|62|5|9|4|19|64|55|30|2|56|27|18|32|34|36|23|58|28
5,0,1,0.692,55
5,0,2,0.741,55|23
5,0,3,0.747,55|23|30
5,0,4,0.747,55|23|30|27
5,0,5,0.747,55|23|30|27|64
5,0,6,0.754,55|23|30|27|64|36
5,0,7,0.755,55|23|30|27|64|36|2
5,0,8,0.755,55|23|30|27|64|36|2|32
5,0,9,0.755,55|23|30|27|64|36|2|32|58
5,0,10,0.756,55|23|30|27|64|36|2|32|58|28
5,0,11,0.756,55|23|30|27|64|36|2|32|58|28|18
5,0,12,0.756,55|23|30|27|64|36|2|32|58|28|18|24
5,0,13,0.756,55|23|30|27|64|36|2|32|58|28|18|24|68
5,0,14,0.756,55|23|30|27|64|36|2|32|58|28|18|24|68|56
5,0,15,0.756,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14
5,0,16,0.756,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53
5,0,17,0.773,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61
5,0,18,0.773,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61|25
5,0,19,0.778,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61|25|54
5,0,20,0.778,55|23|30|27|64|36|2|32|58|28|18|24|68|56|14|53|61|25|54|60
5,1,1,0.025,2
5,1,2,0.924,2|58
5,1,3,0.896,2|58|32
5,1,4,0.913,2|58|32|24
5,1,5,0.913,2|58|32|24|28
5,1,6,0.951,2|58|32|24|28|36
5,1,7,0.95,2|58|32|24|28|36|18
5,1,8,0.95,2|58|32|24|28|36|18|64
5,1,9,0.983,2|58|32|24|28|36|18|64|27
5,1,10,0.983,2|58|32|24|28|36|18|64|27|30
5,1,11,0.983,2|58|32|24|28|36|18|64|27|30|23
5,1,12,0.983,2|58|32|24|28|36|18|64|27|30|23|55
5,1,13,0.983,2|58|32|24|28|36|18|64|27|30|23|55|25
5,1,14,0.983,2|58|32|24|28|36|18|64|27|30|23|55|25|54
5,1,15,0.983,2|58|32|24|28|36|18|64|27|30|23|55|25|54|14
5,1,16,0.983,2|58|32|24|28|36|18|64|27|30|23|55|25|54|14|53
5,1,17,0.983,2|58|32|24|28|36|18|64|27|30|23|55|25|54|14|53|60
5,1,18,0.983,2|58|32|24|28|36|18|64|27|30|23|55|25|54|14|53|60|20
5,1,19,0.983,2|58|32|24|28|36|18|64|27|30|23|55|25|54|14|53|60|20|22
5,1,20,0.983,2|58|32|24|28|36|18|64|27|30|23|55|25|54|14|53|60|20|22|61
5,2,1,0.17,68
5,2,2,0.267,68|33
5,2,3,0.391,68|33|55
5,2,4,0.408,68|33|55|23
5,2,5,0.423,68|33|55|23|30
5,2,6,0.428,68|33|55|23|30|64
5,2,7,0.428,68|33|55|23|30|64|27
5,2,8,0.428,68|33|55|23|30|64|27|24
5,2,9,0.429,68|33|55|23|30|64|27|24|32
5,2,10,0.428,68|33|55|23|30|64|27|24|32|36
5,2,11,0.43,68|33|55|23|30|64|27|24|32|36|28
5,2,12,0.429,68|33|55|23|30|64|27|24|32|36|28|58
5,2,13,0.431,68|33|55|23|30|64|27|24|32|36|28|58|18
5,2,14,0.437,68|33|55|23|30|64|27|24|32|36|28|58|18|2
5,2,15,0.437,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
5,2,16,0.437,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|52
5,2,17,0.437,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|52|56
5,2,18,0.437,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|52|56|62
5,2,19,0.437,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|52|56|62|14
5,2,20,0.437,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|52|56|62|14|9
5,3,1,0.241,62
5,3,2,0.246,62|9
5,3,3,0.246,62|9|68
5,3,4,0.356,62|9|68|33
5,3,5,0.464,62|9|68|33|55
5,3,6,0.469,62|9|68|33|55|23
5,3,7,0.469,62|9|68|33|55|23|27
5,3,8,0.469,62|9|68|33|55|23|27|64
5,3,9,0.483,62|9|68|33|55|23|27|64|30
5,3,10,0.487,62|9|68|33|55|23|27|64|30|58
5,3,11,0.487,62|9|68|33|55|23|27|64|30|58|24
5,3,12,0.487,62|9|68|33|55|23|27|64|30|58|24|18
5,3,13,0.487,62|9|68|33|55|23|27|64|30|58|24|18|2
5,3,14,0.489,62|9|68|33|55|23|27|64|30|58|24|18|2|32
5,3,15,0.489,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36
5,3,16,0.49,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36|28
5,3,17,0.49,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36|28|59
5,3,18,0.49,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36|28|59|56
5,3,19,0.49,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36|28|59|56|52
5,3,20,0.49,62|9|68|33|55|23|27|64|30|58|24|18|2|32|36|28|59|56|52|14
5,4,1,0.161,68
5,4,2,0.278,68|33
5,4,3,0.4,68|33|55
5,4,4,0.41,68|33|55|23
5,4,5,0.422,68|33|55|23|30
5,4,6,0.424,68|33|55|23|30|64
5,4,7,0.424,68|33|55|23|30|64|27
5,4,8,0.423,68|33|55|23|30|64|27|24
5,4,9,0.44,68|33|55|23|30|64|27|24|32
5,4,10,0.44,68|33|55|23|30|64|27|24|32|36
5,4,11,0.44,68|33|55|23|30|64|27|24|32|36|28
5,4,12,0.439,68|33|55|23|30|64|27|24|32|36|28|58
5,4,13,0.439,68|33|55|23|30|64|27|24|32|36|28|58|18
5,4,14,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18|2
5,4,15,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
5,4,16,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
5,4,17,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52
5,4,18,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14
5,4,19,0.445,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14|17
5,4,20,0.454,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14|17|38
5,5,1,0.789,55
5,5,2,0.836,55|23
5,5,3,0.84,55|23|30
5,5,4,0.84,55|23|30|27
5,5,5,0.842,55|23|30|27|64
5,5,6,0.844,55|23|30|27|64|36
5,5,7,0.844,55|23|30|27|64|36|2
5,5,8,0.846,55|23|30|27|64|36|2|32
5,5,9,0.848,55|23|30|27|64|36|2|32|58
5,5,10,0.849,55|23|30|27|64|36|2|32|58|28
5,5,11,0.849,55|23|30|27|64|36|2|32|58|28|18
5,5,12,0.849,55|23|30|27|64|36|2|32|58|28|18|24
5,5,13,0.849,55|23|30|27|64|36|2|32|58|28|18|24|56
5,5,14,0.849,55|23|30|27|64|36|2|32|58|28|18|24|56|25
5,5,15,0.849,55|23|30|27|64|36|2|32|58|28|18|24|56|25|53
5,5,16,0.863,55|23|30|27|64|36|2|32|58|28|18|24|56|25|53|61
5,5,17,0.863,55|23|30|27|64|36|2|32|58|28|18|24|56|25|53|61|14
5,5,18,0.867,55|23|30|27|64|36|2|32|58|28|18|24|56|25|53|61|14|54
5,5,19,0.867,55|23|30|27|64|36|2|32|58|28|18|24|56|25|53|61|14|54|60
5,5,20,0.869,55|23|30|27|64|36|2|32|58|28|18|24|56|25|53|61|14|54|60|20
5,6,1,0.079,68
5,6,2,0.233,68|33
5,6,3,0.542,68|33|55
5,6,4,0.581,68|33|55|23
5,6,5,0.588,68|33|55|23|30
5,6,6,0.589,68|33|55|23|30|64
5,6,7,0.589,68|33|55|23|30|64|27
5,6,8,0.589,68|33|55|23|30|64|27|24
5,6,9,0.604,68|33|55|23|30|64|27|24|32
5,6,10,0.604,68|33|55|23|30|64|27|24|32|36
5,6,11,0.604,68|33|55|23|30|64|27|24|32|36|28
5,6,12,0.605,68|33|55|23|30|64|27|24|32|36|28|58
5,6,13,0.605,68|33|55|23|30|64|27|24|32|36|28|58|18
5,6,14,0.605,68|33|55|23|30|64|27|24|32|36|28|58|18|2
5,6,15,0.605,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56
5,6,16,0.605,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59
5,6,17,0.605,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14
5,6,18,0.636,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14|61
5,6,19,0.636,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14|61|53
5,6,20,0.636,68|33|55|23|30|64|27|24|32|36|28|58|18|2|56|59|14|61|53|25
5,7,1,0.097,68
5,7,2,0.231,68|33
5,7,3,0.477,68|33|55
5,7,4,0.502,68|33|55|23
5,7,5,0.511,68|33|55|23|30
5,7,6,0.521,68|33|55|23|30|64
5,7,7,0.521,68|33|55|23|30|64|27
5,7,8,0.521,68|33|55|23|30|64|27|24
5,7,9,0.533,68|33|55|23|30|64|27|24|32
5,7,10,0.533,68|33|55|23|30|64|27|24|32|36
5,7,11,0.534,68|33|55|23|30|64|27|24|32|36|28
5,7,12,0.534,68|33|55|23|30|64|27|24|32|36|28|58
