layer,head,k,iou_score,program_idxs_used
1,10,12,0.706,9|62|47|1|6|21|0|42|69|41|5|49
1,10,13,0.709,9|62|47|1|6|21|0|42|69|41|5|49|37
1,10,14,0.709,9|62|47|1|6|21|0|42|69|41|5|49|37|50
1,10,15,0.71,9|62|47|1|6|21|0|42|69|41|5|49|37|50|8
1,10,16,0.707,9|62|47|1|6|21|0|42|69|41|5|49|37|50|8|48
1,10,17,0.708,9|62|47|1|6|21|0|42|69|41|5|49|37|50|8|48|51
1,10,18,0.722,9|62|47|1|6|21|0|42|69|41|5|49|37|50|8|48|51|43
1,10,19,0.724,9|62|47|1|6|21|0|42|69|41|5|49|37|50|8|48|51|43|19
1,10,20,0.724,9|62|47|1|6|21|0|42|69|41|5|49|37|50|8|48|51|43|19|17
1,11,1,0.164,37
1,11,2,0.54,37|50
1,11,3,0.538,37|50|48
1,11,4,0.548,37|50|48|51
1,11,5,0.593,37|50|48|51|8
1,11,6,0.594,37|50|48|51|8|17
1,11,7,0.593,37|50|48|51|8|17|43
1,11,8,0.595,37|50|48|51|8|17|43|9
1,11,9,0.6,37|50|48|51|8|17|43|9|33
1,11,10,0.602,37|50|48|51|8|17|43|9|33|62
1,11,11,0.602,37|50|48|51|8|17|43|9|33|62|47
1,11,12,0.602,37|50|48|51|8|17|43|9|33|62|47|68
1,11,13,0.602,37|50|48|51|8|17|43|9|33|62|47|68|1
1,11,14,0.615,37|50|48|51|8|17|43|9|33|62|47|68|1|6
1,11,15,0.615,37|50|48|51|8|17|43|9|33|62|47|68|1|6|21
1,11,16,0.641,37|50|48|51|8|17|43|9|33|62|47|68|1|6|21|0
1,11,17,0.697,37|50|48|51|8|17|43|9|33|62|47|68|1|6|21|0|49
1,11,18,0.698,37|50|48|51|8|17|43|9|33|62|47|68|1|6|21|0|49|52
1,11,19,0.698,37|50|48|51|8|17|43|9|33|62|47|68|1|6|21|0|49|52|5
1,11,20,0.693,37|50|48|51|8|17|43|9|33|62|47|68|1|6|21|0|49|52|5|42
2,0,1,0.213,62
2,0,2,0.219,62|9
2,0,3,0.295,62|9|33
2,0,4,0.295,62|9|33|68
2,0,5,0.328,62|9|33|68|17
2,0,6,0.345,62|9|33|68|17|47
2,0,7,0.345,62|9|33|68|17|47|1
2,0,8,0.345,62|9|33|68|17|47|1|6
2,0,9,0.375,62|9|33|68|17|47|1|6|21
2,0,10,0.375,62|9|33|68|17|47|1|6|21|49
2,0,11,0.376,62|9|33|68|17|47|1|6|21|49|0
2,0,12,0.376,62|9|33|68|17|47|1|6|21|49|0|5
2,0,13,0.376,62|9|33|68|17|47|1|6|21|49|0|5|41
2,0,14,0.376,62|9|33|68|17|47|1|6|21|49|0|5|41|55
2,0,15,0.376,62|9|33|68|17|47|1|6|21|49|0|5|41|55|23
2,0,16,0.377,62|9|33|68|17|47|1|6|21|49|0|5|41|55|23|64
2,0,17,0.377,62|9|33|68|17|47|1|6|21|49|0|5|41|55|23|64|27
2,0,18,0.377,62|9|33|68|17|47|1|6|21|49|0|5|41|55|23|64|27|30
2,0,19,0.377,62|9|33|68|17|47|1|6|21|49|0|5|41|55|23|64|27|30|59
2,0,20,0.377,62|9|33|68|17|47|1|6|21|49|0|5|41|55|23|64|27|30|59|24
2,1,1,0.2,68
2,1,2,0.348,68|33
2,1,3,0.588,68|33|55
2,1,4,0.609,68|33|55|23
2,1,5,0.618,68|33|55|23|30
2,1,6,0.62,68|33|55|23|30|64
2,1,7,0.62,68|33|55|23|30|64|27
2,1,8,0.62,68|33|55|23|30|64|27|24
2,1,9,0.626,68|33|55|23|30|64|27|24|32
2,1,10,0.626,68|33|55|23|30|64|27|24|32|36
2,1,11,0.626,68|33|55|23|30|64|27|24|32|36|28
2,1,12,0.619,68|33|55|23|30|64|27|24|32|36|28|58
2,1,13,0.619,68|33|55|23|30|64|27|24|32|36|28|58|18
2,1,14,0.635,68|33|55|23|30|64|27|24|32|36|28|58|18|2
2,1,15,0.635,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
2,1,16,0.635,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
2,1,17,0.635,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14
2,1,18,0.648,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|38
2,1,19,0.649,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|38|25
2,1,20,0.722,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|38|25|61
2,2,1,0.116,44
2,2,2,0.116,44|62
2,2,3,0.103,44|62|9
2,2,4,0.107,44|62|9|13
2,2,5,0.146,44|62|9|13|17
2,2,6,0.154,44|62|9|13|17|33
2,2,7,0.161,44|62|9|13|17|33|5
2,2,8,0.172,44|62|9|13|17|33|5|47
2,2,9,0.193,44|62|9|13|17|33|5|47|21
2,2,10,0.2,44|62|9|13|17|33|5|47|21|6
2,2,11,0.2,44|62|9|13|17|33|5|47|21|6|1
2,2,12,0.2,44|62|9|13|17|33|5|47|21|6|1|68
2,2,13,0.2,44|62|9|13|17|33|5|47|21|6|1|68|0
2,2,14,0.2,44|62|9|13|17|33|5|47|21|6|1|68|0|59
2,2,15,0.2,44|62|9|13|17|33|5|47|21|6|1|68|0|59|41
2,2,16,0.2,44|62|9|13|17|33|5|47|21|6|1|68|0|59|41|52
2,2,17,0.324,44|62|9|13|17|33|5|47|21|6|1|68|0|59|41|52|8
2,2,18,0.324,44|62|9|13|17|33|5|47|21|6|1|68|0|59|41|52|8|55
2,2,19,0.327,44|62|9|13|17|33|5|47|21|6|1|68|0|59|41|52|8|55|37
2,2,20,0.328,44|62|9|13|17|33|5|47|21|6|1|68|0|59|41|52|8|55|37|56
2,3,1,0.165,62
2,3,2,0.169,62|9
2,3,3,0.181,62|9|44
2,3,4,0.254,62|9|44|33
2,3,5,0.254,62|9|44|33|68
2,3,6,0.255,62|9|44|33|68|17
2,3,7,0.279,62|9|44|33|68|17|47
2,3,8,0.291,62|9|44|33|68|17|47|21
2,3,9,0.291,62|9|44|33|68|17|47|21|1
2,3,10,0.308,62|9|44|33|68|17|47|21|1|6
2,3,11,0.31,62|9|44|33|68|17|47|21|1|6|0
2,3,12,0.31,62|9|44|33|68|17|47|21|1|6|0|52
2,3,13,0.31,62|9|44|33|68|17|47|21|1|6|0|52|5
2,3,14,0.31,62|9|44|33|68|17|47|21|1|6|0|52|5|55
2,3,15,0.31,62|9|44|33|68|17|47|21|1|6|0|52|5|55|23
2,3,16,0.31,62|9|44|33|68|17|47|21|1|6|0|52|5|55|23|56
2,3,17,0.31,62|9|44|33|68|17|47|21|1|6|0|52|5|55|23|56|41
2,3,18,0.31,62|9|44|33|68|17|47|21|1|6|0|52|5|55|23|56|41|2
2,3,19,0.31,62|9|44|33|68|17|47|21|1|6|0|52|5|55|23|56|41|2|27
2,3,20,0.314,62|9|44|33|68|17|47|21|1|6|0|52|5|55|23|56|41|2|27|32
2,4,1,0.14,62
2,4,2,0.143,62|9
2,4,3,0.23,62|9|33
2,4,4,0.29,62|9|33|17
2,4,5,0.29,62|9|33|17|68
2,4,6,0.312,62|9|33|17|68|44
2,4,7,0.326,62|9|33|17|68|44|52
2,4,8,0.326,62|9|33|17|68|44|52|55
2,4,9,0.326,62|9|33|17|68|44|52|55|59
2,4,10,0.326,62|9|33|17|68|44|52|55|59|23
2,4,11,0.326,62|9|33|17|68|44|52|55|59|23|27
2,4,12,0.326,62|9|33|17|68|44|52|55|59|23|27|30
2,4,13,0.326,62|9|33|17|68|44|52|55|59|23|27|30|64
2,4,14,0.326,62|9|33|17|68|44|52|55|59|23|27|30|64|2
2,4,15,0.326,62|9|33|17|68|44|52|55|59|23|27|30|64|2|24
2,4,16,0.341,62|9|33|17|68|44|52|55|59|23|27|30|64|2|24|32
2,4,17,0.353,62|9|33|17|68|44|52|55|59|23|27|30|64|2|24|32|36
2,4,18,0.353,62|9|33|17|68|44|52|55|59|23|27|30|64|2|24|32|36|58
2,4,19,0.353,62|9|33|17|68|44|52|55|59|23|27|30|64|2|24|32|36|58|18
2,4,20,0.353,62|9|33|17|68|44|52|55|59|23|27|30|64|2|24|32|36|58|18|28
2,5,1,0.155,62
2,5,2,0.158,62|9
2,5,3,0.159,62|9|44
2,5,4,0.198,62|9|44|17
2,5,5,0.232,62|9|44|17|33
2,5,6,0.232,62|9|44|17|33|68
2,5,7,0.25,62|9|44|17|33|68|47
2,5,8,0.262,62|9|44|17|33|68|47|21
2,5,9,0.262,62|9|44|17|33|68|47|21|1
2,5,10,0.278,62|9|44|17|33|68|47|21|1|6
2,5,11,0.279,62|9|44|17|33|68|47|21|1|6|0
2,5,12,0.279,62|9|44|17|33|68|47|21|1|6|0|5
2,5,13,0.279,62|9|44|17|33|68|47|21|1|6|0|5|52
2,5,14,0.279,62|9|44|17|33|68|47|21|1|6|0|5|52|41
2,5,15,0.279,62|9|44|17|33|68|47|21|1|6|0|5|52|41|59
2,5,16,0.276,62|9|44|17|33|68|47|21|1|6|0|5|52|41|59|56
2,5,17,0.276,62|9|44|17|33|68|47|21|1|6|0|5|52|41|59|56|55
2,5,18,0.276,62|9|44|17|33|68|47|21|1|6|0|5|52|41|59|56|55|23
2,5,19,0.276,62|9|44|17|33|68|47|21|1|6|0|5|52|41|59|56|55|23|27
2,5,20,0.264,62|9|44|17|33|68|47|21|1|6|0|5|52|41|59|56|55|23|27|64
2,6,1,0.327,33
2,6,2,0.327,33|68
2,6,3,0.441,33|68|59
2,6,4,0.438,33|68|59|55
2,6,5,0.46,33|68|59|55|23
2,6,6,0.46,33|68|59|55|23|27
2,6,7,0.46,33|68|59|55|23|27|64
2,6,8,0.46,33|68|59|55|23|27|64|30
2,6,9,0.456,33|68|59|55|23|27|64|30|58
2,6,10,0.456,33|68|59|55|23|27|64|30|58|24
2,6,11,0.456,33|68|59|55|23|27|64|30|58|24|18
2,6,12,0.456,33|68|59|55|23|27|64|30|58|24|18|28
2,6,13,0.491,33|68|59|55|23|27|64|30|58|24|18|28|2
2,6,14,0.512,33|68|59|55|23|27|64|30|58|24|18|28|2|32
2,6,15,0.514,33|68|59|55|23|27|64|30|58|24|18|28|2|32|36
2,6,16,0.514,33|68|59|55|23|27|64|30|58|24|18|28|2|32|36|56
2,6,17,0.514,33|68|59|55|23|27|64|30|58|24|18|28|2|32|36|56|62
2,6,18,0.514,33|68|59|55|23|27|64|30|58|24|18|28|2|32|36|56|62|9
2,6,19,0.514,33|68|59|55|23|27|64|30|58|24|18|28|2|32|36|56|62|9|17
2,6,20,0.514,33|68|59|55|23|27|64|30|58|24|18|28|2|32|36|56|62|9|17|52
2,7,1,0.301,62
2,7,2,0.312,62|9
2,7,3,0.352,62|9|47
2,7,4,0.374,62|9|47|1
2,7,5,0.375,62|9|47|1|6
2,7,6,0.416,62|9|47|1|6|21
2,7,7,0.416,62|9|47|1|6|21|0
2,7,8,0.416,62|9|47|1|6|21|0|42
2,7,9,0.667,62|9|47|1|6|21|0|42|69
2,7,10,0.667,62|9|47|1|6|21|0|42|69|41
2,7,11,0.667,62|9|47|1|6|21|0|42|69|41|49
2,7,12,0.667,62|9|47|1|6|21|0|42|69|41|49|5
2,7,13,0.667,62|9|47|1|6|21|0|42|69|41|49|5|17
2,7,14,0.667,62|9|47|1|6|21|0|42|69|41|49|5|17|33
2,7,15,0.667,62|9|47|1|6|21|0|42|69|41|49|5|17|33|68
2,7,16,0.667,62|9|47|1|6|21|0|42|69|41|49|5|17|33|68|52
2,7,17,0.687,62|9|47|1|6|21|0|42|69|41|49|5|17|33|68|52|43
2,7,18,0.687,62|9|47|1|6|21|0|42|69|41|49|5|17|33|68|52|43|55
2,7,19,0.687,62|9|47|1|6|21|0|42|69|41|49|5|17|33|68|52|43|55|59
2,7,20,0.687,62|9|47|1|6|21|0|42|69|41|49|5|17|33|68|52|43|55|59|27
2,8,1,0.17,62
2,8,2,0.174,62|9
2,8,3,0.185,62|9|44
2,8,4,0.246,62|9|44|33
2,8,5,0.263,62|9|44|33|47
2,8,6,0.272,62|9|44|33|47|1
2,8,7,0.289,62|9|44|33|47|1|21
2,8,8,0.298,62|9|44|33|47|1|21|6
2,8,9,0.298,62|9|44|33|47|1|21|6|68
2,8,10,0.298,62|9|44|33|47|1|21|6|68|17
2,8,11,0.302,62|9|44|33|47|1|21|6|68|17|0
2,8,12,0.302,62|9|44|33|47|1|21|6|68|17|0|5
2,8,13,0.302,62|9|44|33|47|1|21|6|68|17|0|5|41
2,8,14,0.303,62|9|44|33|47|1|21|6|68|17|0|5|41|49
2,8,15,0.303,62|9|44|33|47|1|21|6|68|17|0|5|41|49|59
2,8,16,0.404,62|9|44|33|47|1|21|6|68|17|0|5|41|49|59|69
2,8,17,0.404,62|9|44|33|47|1|21|6|68|17|0|5|41|49|59|69|42
2,8,18,0.403,62|9|44|33|47|1|21|6|68|17|0|5|41|49|59|69|42|52
2,8,19,0.403,62|9|44|33|47|1|21|6|68|17|0|5|41|49|59|69|42|52|55
2,8,20,0.403,62|9|44|33|47|1|21|6|68|17|0|5|41|49|59|69|42|52|55|23
2,9,1,0.16,62
2,9,2,0.164,62|9
2,9,3,0.178,62|9|44
2,9,4,0.2,62|9|44|47
2,9,5,0.202,62|9|44|47|6
2,9,6,0.225,62|9|44|47|6|1
2,9,7,0.257,62|9|44|47|6|1|21
2,9,8,0.278,62|9|44|47|6|1|21|33
2,9,9,0.278,62|9|44|47|6|1|21|33|17
2,9,10,0.279,62|9|44|47|6|1|21|33|17|5
2,9,11,0.279,62|9|44|47|6|1|21|33|17|5|0
2,9,12,0.279,62|9|44|47|6|1|21|33|17|5|0|68
2,9,13,0.279,62|9|44|47|6|1|21|33|17|5|0|68|41
2,9,14,0.28,62|9|44|47|6|1|21|33|17|5|0|68|41|42
2,9,15,0.378,62|9|44|47|6|1|21|33|17|5|0|68|41|42|69
2,9,16,0.378,62|9|44|47|6|1|21|33|17|5|0|68|41|42|69|49
2,9,17,0.374,62|9|44|47|6|1|21|33|17|5|0|68|41|42|69|49|13
2,9,18,0.374,62|9|44|47|6|1|21|33|17|5|0|68|41|42|69|49|13|59
2,9,19,0.374,62|9|44|47|6|1|21|33|17|5|0|68|41|42|69|49|13|59|56
2,9,20,0.374,62|9|44|47|6|1|21|33|17|5|0|68|41|42|69|49|13|59|56|52
2,10,1,0.29,62
2,10,2,0.299,62|9
2,10,3,0.344,62|9|47
2,10,4,0.379,62|9|47|1
2,10,5,0.38,62|9|47|1|6
2,10,6,0.414,62|9|47|1|6|21
2,10,7,0.461,62|9|47|1|6|21|33
2,10,8,0.462,62|9|47|1|6|21|33|0
2,10,9,0.462,62|9|47|1|6|21|33|0|42
2,10,10,0.629,62|9|47|1|6|21|33|0|42|69
2,10,11,0.629,62|9|47|1|6|21|33|0|42|69|41
2,10,12,0.63,62|9|47|1|6|21|33|0|42|69|41|49
2,10,13,0.63,62|9|47|1|6|21|33|0|42|69|41|49|68
2,10,14,0.63,62|9|47|1|6|21|33|0|42|69|41|49|68|5
2,10,15,0.63,62|9|47|1|6|21|33|0|42|69|41|49|68|5|17
2,10,16,0.63,62|9|47|1|6|21|33|0|42|69|41|49|68|5|17|52
2,10,17,0.63,62|9|47|1|6|21|33|0|42|69|41|49|68|5|17|52|56
2,10,18,0.63,62|9|47|1|6|21|33|0|42|69|41|49|68|5|17|52|56|59
2,10,19,0.632,62|9|47|1|6|21|33|0|42|69|41|49|68|5|17|52|56|59|55
2,10,20,0.632,62|9|47|1|6|21|33|0|42|69|41|49|68|5|17|52|56|59|55|23
2,11,1,0.192,68
2,11,2,0.347,68|33
2,11,3,0.612,68|33|55
2,11,4,0.632,68|33|55|23
2,11,5,0.643,68|33|55|23|30
2,11,6,0.643,68|33|55|23|30|64
2,11,7,0.643,68|33|55|23|30|64|27
2,11,8,0.643,68|33|55|23|30|64|27|24
2,11,9,0.684,68|33|55|23|30|64|27|24|32
2,11,10,0.682,68|33|55|23|30|64|27|24|32|36
2,11,11,0.682,68|33|55|23|30|64|27|24|32|36|28
2,11,12,0.679,68|33|55|23|30|64|27|24|32|36|28|58
2,11,13,0.679,68|33|55|23|30|64|27|24|32|36|28|58|18
2,11,14,0.689,68|33|55|23|30|64|27|24|32|36|28|58|18|2
2,11,15,0.689,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
2,11,16,0.69,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
2,11,17,0.69,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14
2,11,18,0.794,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61
2,11,19,0.794,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61|53
2,11,20,0.794,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|14|61|53|25
3,0,1,0.831,55
3,0,2,0.881,55|23
3,0,3,0.884,55|23|30
3,0,4,0.884,55|23|30|27
3,0,5,0.884,55|23|30|27|64
3,0,6,0.91,55|23|30|27|64|36
3,0,7,0.91,55|23|30|27|64|36|2
3,0,8,0.91,55|23|30|27|64|36|2|32
3,0,9,0.91,55|23|30|27|64|36|2|32|58
3,0,10,0.91,55|23|30|27|64|36|2|32|58|28
3,0,11,0.91,55|23|30|27|64|36|2|32|58|28|18
3,0,12,0.91,55|23|30|27|64|36|2|32|58|28|18|24
3,0,13,0.91,55|23|30|27|64|36|2|32|58|28|18|24|68
3,0,14,0.91,55|23|30|27|64|36|2|32|58|28|18|24|68|56
3,0,15,0.91,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53
3,0,16,0.912,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61
3,0,17,0.912,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|14
3,0,18,0.912,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|14|25
3,0,19,0.914,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|14|25|20
3,0,20,0.914,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|14|25|20|60
3,1,1,0.282,33
3,1,2,0.282,33|68
3,1,3,0.409,33|68|55
3,1,4,0.419,33|68|55|23
3,1,5,0.43,33|68|55|23|30
3,1,6,0.432,33|68|55|23|30|64
3,1,7,0.432,33|68|55|23|30|64|27
3,1,8,0.432,33|68|55|23|30|64|27|24
3,1,9,0.449,33|68|55|23|30|64|27|24|32
3,1,10,0.457,33|68|55|23|30|64|27|24|32|36
3,1,11,0.457,33|68|55|23|30|64|27|24|32|36|28
3,1,12,0.457,33|68|55|23|30|64|27|24|32|36|28|58
3,1,13,0.458,33|68|55|23|30|64|27|24|32|36|28|58|18
3,1,14,0.464,33|68|55|23|30|64|27|24|32|36|28|58|18|2
3,1,15,0.464,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59
3,1,16,0.464,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59|56
3,1,17,0.464,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52
3,1,18,0.464,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|17
3,1,19,0.47,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|17|38
3,1,20,0.47,33|68|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|17|38|14
3,2,1,0.144,44
3,2,2,0.145,44|62
3,2,3,0.146,44|62|9
3,2,4,0.199,44|62|9|33
3,2,5,0.212,44|62|9|33|17
3,2,6,0.212,44|62|9|33|17|68
3,2,7,0.231,44|62|9|33|17|68|47
3,2,8,0.249,44|62|9|33|17|68|47|21
3,2,9,0.249,44|62|9|33|17|68|47|21|1
3,2,10,0.258,44|62|9|33|17|68|47|21|1|6
3,2,11,0.258,44|62|9|33|17|68|47|21|1|6|52
3,2,12,0.26,44|62|9|33|17|68|47|21|1|6|52|0
3,2,13,0.26,44|62|9|33|17|68|47|21|1|6|52|0|59
3,2,14,0.264,44|62|9|33|17|68|47|21|1|6|52|0|59|13
3,2,15,0.265,44|62|9|33|17|68|47|21|1|6|52|0|59|13|49
3,2,16,0.265,44|62|9|33|17|68|47|21|1|6|52|0|59|13|49|55
3,2,17,0.265,44|62|9|33|17|68|47|21|1|6|52|0|59|13|49|55|5
3,2,18,0.265,44|62|9|33|17|68|47|21|1|6|52|0|59|13|49|55|5|23
3,2,19,0.266,44|62|9|33|17|68|47|21|1|6|52|0|59|13|49|55|5|23|64
3,2,20,0.266,44|62|9|33|17|68|47|21|1|6|52|0|59|13|49|55|5|23|64|30
3,3,1,0.209,33
3,3,2,0.209,33|68
3,3,3,0.343,33|68|55
3,3,4,0.366,33|68|55|27
3,3,5,0.378,33|68|55|27|30
3,3,6,0.378,33|68|55|27|30|64
3,3,7,0.378,33|68|55|27|30|64|23
3,3,8,0.378,33|68|55|27|30|64|23|24
3,3,9,0.395,33|68|55|27|30|64|23|24|32
3,3,10,0.4,33|68|55|27|30|64|23|24|32|36
3,3,11,0.4,33|68|55|27|30|64|23|24|32|36|28
3,3,12,0.401,33|68|55|27|30|64|23|24|32|36|28|58
3,3,13,0.401,33|68|55|27|30|64|23|24|32|36|28|58|18
3,3,14,0.401,33|68|55|27|30|64|23|24|32|36|28|58|18|2
3,3,15,0.401,33|68|55|27|30|64|23|24|32|36|28|58|18|2|59
3,3,16,0.401,33|68|55|27|30|64|23|24|32|36|28|58|18|2|59|56
3,3,17,0.401,33|68|55|27|30|64|23|24|32|36|28|58|18|2|59|56|52
3,3,18,0.401,33|68|55|27|30|64|23|24|32|36|28|58|18|2|59|56|52|14
3,3,19,0.402,33|68|55|27|30|64|23|24|32|36|28|58|18|2|59|56|52|14|25
3,3,20,0.402,33|68|55|27|30|64|23|24|32|36|28|58|18|2|59|56|52|14|25|53
3,4,1,0.793,55
3,4,2,0.836,55|23
3,4,3,0.843,55|23|30
3,4,4,0.843,55|23|30|27
3,4,5,0.844,55|23|30|27|64
3,4,6,0.845,55|23|30|27|64|36
3,4,7,0.846,55|23|30|27|64|36|2
3,4,8,0.85,55|23|30|27|64|36|2|32
3,4,9,0.851,55|23|30|27|64|36|2|32|58
3,4,10,0.852,55|23|30|27|64|36|2|32|58|28
3,4,11,0.852,55|23|30|27|64|36|2|32|58|28|18
3,4,12,0.852,55|23|30|27|64|36|2|32|58|28|18|24
3,4,13,0.852,55|23|30|27|64|36|2|32|58|28|18|24|68
3,4,14,0.852,55|23|30|27|64|36|2|32|58|28|18|24|68|56
3,4,15,0.852,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53
3,4,16,0.878,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61
3,4,17,0.878,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|25
3,4,18,0.878,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|25|14
3,4,19,0.884,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|25|14|54
3,4,20,0.884,55|23|30|27|64|36|2|32|58|28|18|24|68|56|53|61|25|14|54|60
3,5,1,0.234,68
3,5,2,0.347,68|33
3,5,3,0.506,68|33|55
3,5,4,0.529,68|33|55|23
3,5,5,0.542,68|33|55|23|30
3,5,6,0.563,68|33|55|23|30|64
3,5,7,0.563,68|33|55|23|30|64|27
3,5,8,0.562,68|33|55|23|30|64|27|24
3,5,9,0.567,68|33|55|23|30|64|27|24|32
3,5,10,0.564,68|33|55|23|30|64|27|24|32|36
3,5,11,0.564,68|33|55|23|30|64|27|24|32|36|28
3,5,12,0.557,68|33|55|23|30|64|27|24|32|36|28|58
3,5,13,0.557,68|33|55|23|30|64|27|24|32|36|28|58|18
3,5,14,0.575,68|33|55|23|30|64|27|24|32|36|28|58|18|2
3,5,15,0.575,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59
3,5,16,0.575,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56
3,5,17,0.575,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52
3,5,18,0.575,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14
3,5,19,0.576,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14|62
3,5,20,0.577,68|33|55|23|30|64|27|24|32|36|28|58|18|2|59|56|52|14|62|25
3,6,1,0.17,62
3,6,2,0.174,62|9
3,6,3,0.22,62|9|33
3,6,4,0.251,62|9|33|17
3,6,5,0.251,62|9|33|17|68
3,6,6,0.269,62|9|33|17|68|44
3,6,7,0.308,62|9|33|17|68|44|47
3,6,8,0.326,62|9|33|17|68|44|47|21
3,6,9,0.326,62|9|33|17|68|44|47|21|1
3,6,10,0.337,62|9|33|17|68|44|47|21|1|6
3,6,11,0.338,62|9|33|17|68|44|47|21|1|6|49
3,6,12,0.338,62|9|33|17|68|44|47|21|1|6|49|0
3,6,13,0.338,62|9|33|17|68|44|47|21|1|6|49|0|52
3,6,14,0.338,62|9|33|17|68|44|47|21|1|6|49|0|52|5
3,6,15,0.338,62|9|33|17|68|44|47|21|1|6|49|0|52|5|59
3,6,16,0.339,62|9|33|17|68|44|47|21|1|6|49|0|52|5|59|55
3,6,17,0.339,62|9|33|17|68|44|47|21|1|6|49|0|52|5|59|55|23
3,6,18,0.341,62|9|33|17|68|44|47|21|1|6|49|0|52|5|59|55|23|64
3,6,19,0.341,62|9|33|17|68|44|47|21|1|6|49|0|52|5|59|55|23|64|41
3,6,20,0.341,62|9|33|17|68|44|47|21|1|6|49|0|52|5|59|55|23|64|41|27
3,7,1,0.145,44
3,7,2,0.145,44|62
3,7,3,0.144,44|62|9
3,7,4,0.212,44|62|9|33
3,7,5,0.212,44|62|9|33|68
3,7,6,0.241,44|62|9|33|68|17
3,7,7,0.259,44|62|9|33|68|17|52
3,7,8,0.26,44|62|9|33|68|17|52|55
3,7,9,0.26,44|62|9|33|68|17|52|55|23
3,7,10,0.262,44|62|9|33|68|17|52|55|23|59
3,7,11,0.262,44|62|9|33|68|17|52|55|23|59|27
3,7,12,0.262,44|62|9|33|68|17|52|55|23|59|27|30
3,7,13,0.262,44|62|9|33|68|17|52|55|23|59|27|30|64
3,7,14,0.262,44|62|9|33|68|17|52|55|23|59|27|30|64|2
3,7,15,0.262,44|62|9|33|68|17|52|55|23|59|27|30|64|2|24
3,7,16,0.287,44|62|9|33|68|17|52|55|23|59|27|30|64|2|24|32
3,7,17,0.287,44|62|9|33|68|17|52|55|23|59|27|30|64|2|24|32|36
3,7,18,0.284,44|62|9|33|68|17|52|55|23|59|27|30|64|2|24|32|36|58
3,7,19,0.284,44|62|9|33|68|17|52|55|23|59|27|30|64|2|24|32|36|58|18
3,7,20,0.284,44|62|9|33|68|17|52|55|23|59|27|30|64|2|24|32|36|58|18|28
3,8,1,0.127,62
3,8,2,0.129,62|9
3,8,3,0.216,62|9|17
3,8,4,0.23,62|9|17|33
3,8,5,0.251,62|9|17|33|44
3,8,6,0.251,62|9|17|33|44|68
3,8,7,0.267,62|9|17|33|44|68|52
3,8,8,0.266,62|9|17|33|44|68|52|59
3,8,9,0.267,62|9|17|33|44|68|52|59|55
3,8,10,0.267,62|9|17|33|44|68|52|59|55|23
3,8,11,0.267,62|9|17|33|44|68|52|59|55|23|27
3,8,12,0.267,62|9|17|33|44|68|52|59|55|23|27|30
3,8,13,0.267,62|9|17|33|44|68|52|59|55|23|27|30|64
3,8,14,0.267,62|9|17|33|44|68|52|59|55|23|27|30|64|2
3,8,15,0.267,62|9|17|33|44|68|52|59|55|23|27|30|64|2|24
3,8,16,0.286,62|9|17|33|44|68|52|59|55|23|27|30|64|2|24|32
3,8,17,0.303,62|9|17|33|44|68|52|59|55|23|27|30|64|2|24|32|36
3,8,18,0.304,62|9|17|33|44|68|52|59|55|23|27|30|64|2|24|32|36|58
3,8,19,0.304,62|9|17|33|44|68|52|59|55|23|27|30|64|2|24|32|36|58|18
