layer,head,k,iou_score,program_idxs_used
1,10,12,0.384,62|6|1|21|47|70|0|49|9|69|42|5
1,10,13,0.387,62|6|1|21|47|70|0|49|9|69|42|5|41
1,10,14,0.421,62|6|1|21|47|70|0|49|9|69|42|5|41|33
1,10,15,0.421,62|6|1|21|47|70|0|49|9|69|42|5|41|33|68
1,10,16,0.422,62|6|1|21|47|70|0|49|9|69|42|5|41|33|68|55
1,10,17,0.425,62|6|1|21|47|70|0|49|9|69|42|5|41|33|68|55|52
1,10,18,0.434,62|6|1|21|47|70|0|49|9|69|42|5|41|33|68|55|52|23
1,10,19,0.45,62|6|1|21|47|70|0|49|9|69|42|5|41|33|68|55|52|23|27
1,10,20,0.45,62|6|1|21|47|70|0|49|9|69|42|5|41|33|68|55|52|23|27|64
1,11,1,0.416,49
1,11,2,0.416,49|42
1,11,3,0.416,49|42|69
1,11,4,0.421,49|42|69|21
1,11,5,0.421,49|42|69|21|1
1,11,6,0.421,49|42|69|21|1|6
1,11,7,0.422,49|42|69|21|1|6|47
1,11,8,0.422,49|42|69|21|1|6|47|0
1,11,9,0.425,49|42|69|21|1|6|47|0|41
1,11,10,0.426,49|42|69|21|1|6|47|0|41|5
1,11,11,0.426,49|42|69|21|1|6|47|0|41|5|70
1,11,12,0.442,49|42|69|21|1|6|47|0|41|5|70|62
1,11,13,0.447,49|42|69|21|1|6|47|0|41|5|70|62|9
1,11,14,0.464,49|42|69|21|1|6|47|0|41|5|70|62|9|17
1,11,15,0.517,49|42|69|21|1|6|47|0|41|5|70|62|9|17|37
1,11,16,0.522,49|42|69|21|1|6|47|0|41|5|70|62|9|17|37|50
1,11,17,0.52,49|42|69|21|1|6|47|0|41|5|70|62|9|17|37|50|43
1,11,18,0.525,49|42|69|21|1|6|47|0|41|5|70|62|9|17|37|50|43|51
1,11,19,0.525,49|42|69|21|1|6|47|0|41|5|70|62|9|17|37|50|43|51|48
1,11,20,0.524,49|42|69|21|1|6|47|0|41|5|70|62|9|17|37|50|43|51|48|8
2,0,1,0.988,40
2,0,2,0.987,40|13
2,0,3,0.99,40|13|5
2,0,4,0.99,40|13|5|4
2,0,5,0.993,40|13|5|4|21
2,0,6,0.993,40|13|5|4|21|6
2,0,7,0.993,40|13|5|4|21|6|1
2,0,8,0.993,40|13|5|4|21|6|1|47
2,0,9,0.993,40|13|5|4|21|6|1|47|0
2,0,10,0.991,40|13|5|4|21|6|1|47|0|12
2,0,11,0.991,40|13|5|4|21|6|1|47|0|12|56
2,0,12,0.989,40|13|5|4|21|6|1|47|0|12|56|8
2,0,13,0.989,40|13|5|4|21|6|1|47|0|12|56|8|11
2,0,14,0.987,40|13|5|4|21|6|1|47|0|12|56|8|11|46
2,0,15,0.987,40|13|5|4|21|6|1|47|0|12|56|8|11|46|14
2,0,16,0.987,40|13|5|4|21|6|1|47|0|12|56|8|11|46|14|39
2,0,17,0.986,40|13|5|4|21|6|1|47|0|12|56|8|11|46|14|39|55
2,0,18,0.987,40|13|5|4|21|6|1|47|0|12|56|8|11|46|14|39|55|50
2,0,19,0.987,40|13|5|4|21|6|1|47|0|12|56|8|11|46|14|39|55|50|2
2,0,20,0.987,40|13|5|4|21|6|1|47|0|12|56|8|11|46|14|39|55|50|2|32
2,1,1,0.352,59
2,1,2,0.351,59|33
2,1,3,0.346,59|33|68
2,1,4,0.376,59|33|68|55
2,1,5,0.38,59|33|68|55|23
2,1,6,0.382,59|33|68|55|23|64
2,1,7,0.382,59|33|68|55|23|64|27
2,1,8,0.382,59|33|68|55|23|64|27|30
2,1,9,0.382,59|33|68|55|23|64|27|30|24
2,1,10,0.382,59|33|68|55|23|64|27|30|24|36
2,1,11,0.382,59|33|68|55|23|64|27|30|24|36|32
2,1,12,0.382,59|33|68|55|23|64|27|30|24|36|32|18
2,1,13,0.382,59|33|68|55|23|64|27|30|24|36|32|18|28
2,1,14,0.382,59|33|68|55|23|64|27|30|24|36|32|18|28|2
2,1,15,0.382,59|33|68|55|23|64|27|30|24|36|32|18|28|2|58
2,1,16,0.383,59|33|68|55|23|64|27|30|24|36|32|18|28|2|58|56
2,1,17,0.383,59|33|68|55|23|64|27|30|24|36|32|18|28|2|58|56|61
2,1,18,0.39,59|33|68|55|23|64|27|30|24|36|32|18|28|2|58|56|61|53
2,1,19,0.393,59|33|68|55|23|64|27|30|24|36|32|18|28|2|58|56|61|53|49
2,1,20,0.393,59|33|68|55|23|64|27|30|24|36|32|18|28|2|58|56|61|53|49|25
2,2,1,0.562,59
2,2,2,0.561,59|55
2,2,3,0.561,59|55|68
2,2,4,0.564,59|55|68|23
2,2,5,0.565,59|55|68|23|30
2,2,6,0.565,59|55|68|23|30|27
2,2,7,0.565,59|55|68|23|30|27|64
2,2,8,0.565,59|55|68|23|30|27|64|24
2,2,9,0.565,59|55|68|23|30|27|64|24|36
2,2,10,0.565,59|55|68|23|30|27|64|24|36|32
2,2,11,0.565,59|55|68|23|30|27|64|24|36|32|58
2,2,12,0.565,59|55|68|23|30|27|64|24|36|32|58|28
2,2,13,0.565,59|55|68|23|30|27|64|24|36|32|58|28|18
2,2,14,0.565,59|55|68|23|30|27|64|24|36|32|58|28|18|2
2,2,15,0.574,59|55|68|23|30|27|64|24|36|32|58|28|18|2|33
2,2,16,0.574,59|55|68|23|30|27|64|24|36|32|58|28|18|2|33|61
2,2,17,0.574,59|55|68|23|30|27|64|24|36|32|58|28|18|2|33|61|56
2,2,18,0.577,59|55|68|23|30|27|64|24|36|32|58|28|18|2|33|61|56|53
2,2,19,0.583,59|55|68|23|30|27|64|24|36|32|58|28|18|2|33|61|56|53|14
2,2,20,0.583,59|55|68|23|30|27|64|24|36|32|58|28|18|2|33|61|56|53|14|22
2,3,1,0.513,49
2,3,2,0.558,49|6
2,3,3,0.558,49|6|1
2,3,4,0.558,49|6|1|21
2,3,5,0.558,49|6|1|21|47
2,3,6,0.559,49|6|1|21|47|0
2,3,7,0.559,49|6|1|21|47|0|42
2,3,8,0.559,49|6|1|21|47|0|42|69
2,3,9,0.559,49|6|1|21|47|0|42|69|5
2,3,10,0.559,49|6|1|21|47|0|42|69|5|41
2,3,11,0.648,49|6|1|21|47|0|42|69|5|41|59
2,3,12,0.655,49|6|1|21|47|0|42|69|5|41|59|14
2,3,13,0.657,49|6|1|21|47|0|42|69|5|41|59|14|33
2,3,14,0.657,49|6|1|21|47|0|42|69|5|41|59|14|33|68
2,3,15,0.661,49|6|1|21|47|0|42|69|5|41|59|14|33|68|55
2,3,16,0.668,49|6|1|21|47|0|42|69|5|41|59|14|33|68|55|23
2,3,17,0.673,49|6|1|21|47|0|42|69|5|41|59|14|33|68|55|23|27
2,3,18,0.673,49|6|1|21|47|0|42|69|5|41|59|14|33|68|55|23|27|64
2,3,19,0.673,49|6|1|21|47|0|42|69|5|41|59|14|33|68|55|23|27|64|30
2,3,20,0.673,49|6|1|21|47|0|42|69|5|41|59|14|33|68|55|23|27|64|30|24
2,4,1,0.394,49
2,4,2,0.53,49|59
2,4,3,0.548,49|59|1
2,4,4,0.548,49|59|1|6
2,4,5,0.548,49|59|1|6|21
2,4,6,0.551,49|59|1|6|21|33
2,4,7,0.551,49|59|1|6|21|33|47
2,4,8,0.555,49|59|1|6|21|33|47|68
2,4,9,0.555,49|59|1|6|21|33|47|68|0
2,4,10,0.555,49|59|1|6|21|33|47|68|0|69
2,4,11,0.555,49|59|1|6|21|33|47|68|0|69|42
2,4,12,0.557,49|59|1|6|21|33|47|68|0|69|42|41
2,4,13,0.559,49|59|1|6|21|33|47|68|0|69|42|41|17
2,4,14,0.562,49|59|1|6|21|33|47|68|0|69|42|41|17|5
2,4,15,0.565,49|59|1|6|21|33|47|68|0|69|42|41|17|5|55
2,4,16,0.569,49|59|1|6|21|33|47|68|0|69|42|41|17|5|55|52
2,4,17,0.571,49|59|1|6|21|33|47|68|0|69|42|41|17|5|55|52|14
2,4,18,0.572,49|59|1|6|21|33|47|68|0|69|42|41|17|5|55|52|14|23
2,4,19,0.572,49|59|1|6|21|33|47|68|0|69|42|41|17|5|55|52|14|23|27
2,4,20,0.572,49|59|1|6|21|33|47|68|0|69|42|41|17|5|55|52|14|23|27|64
2,5,1,0.482,49
2,5,2,0.518,49|6
2,5,3,0.518,49|6|1
2,5,4,0.518,49|6|1|21
2,5,5,0.518,49|6|1|21|47
2,5,6,0.518,49|6|1|21|47|42
2,5,7,0.518,49|6|1|21|47|42|69
2,5,8,0.519,49|6|1|21|47|42|69|0
2,5,9,0.519,49|6|1|21|47|42|69|0|5
2,5,10,0.515,49|6|1|21|47|42|69|0|5|41
2,5,11,0.517,49|6|1|21|47|42|69|0|5|41|70
2,5,12,0.515,49|6|1|21|47|42|69|0|5|41|70|9
2,5,13,0.518,49|6|1|21|47|42|69|0|5|41|70|9|62
2,5,14,0.551,49|6|1|21|47|42|69|0|5|41|70|9|62|59
2,5,15,0.552,49|6|1|21|47|42|69|0|5|41|70|9|62|59|33
2,5,16,0.554,49|6|1|21|47|42|69|0|5|41|70|9|62|59|33|68
2,5,17,0.556,49|6|1|21|47|42|69|0|5|41|70|9|62|59|33|68|14
2,5,18,0.56,49|6|1|21|47|42|69|0|5|41|70|9|62|59|33|68|14|17
2,5,19,0.572,49|6|1|21|47|42|69|0|5|41|70|9|62|59|33|68|14|17|52
2,5,20,0.573,49|6|1|21|47|42|69|0|5|41|70|9|62|59|33|68|14|17|52|55
2,6,1,0.485,37
2,6,2,0.485,37|50
2,6,3,0.487,37|50|48
2,6,4,0.487,37|50|48|51
2,6,5,0.507,37|50|48|51|17
2,6,6,0.508,37|50|48|51|17|8
2,6,7,0.56,37|50|48|51|17|8|49
2,6,8,0.554,37|50|48|51|17|8|49|43
2,6,9,0.554,37|50|48|51|17|8|49|43|42
2,6,10,0.554,37|50|48|51|17|8|49|43|42|69
2,6,11,0.554,37|50|48|51|17|8|49|43|42|69|41
2,6,12,0.584,37|50|48|51|17|8|49|43|42|69|41|1
2,6,13,0.584,37|50|48|51|17|8|49|43|42|69|41|1|6
2,6,14,0.584,37|50|48|51|17|8|49|43|42|69|41|1|6|21
2,6,15,0.584,37|50|48|51|17|8|49|43|42|69|41|1|6|21|47
2,6,16,0.584,37|50|48|51|17|8|49|43|42|69|41|1|6|21|47|70
2,6,17,0.584,37|50|48|51|17|8|49|43|42|69|41|1|6|21|47|70|0
2,6,18,0.584,37|50|48|51|17|8|49|43|42|69|41|1|6|21|47|70|0|5
2,6,19,0.584,37|50|48|51|17|8|49|43|42|69|41|1|6|21|47|70|0|5|62
2,6,20,0.587,37|50|48|51|17|8|49|43|42|69|41|1|6|21|47|70|0|5|62|33
2,7,1,0.438,49
2,7,2,0.494,49|6
2,7,3,0.494,49|6|1
2,7,4,0.494,49|6|1|21
2,7,5,0.496,49|6|1|21|47
2,7,6,0.496,49|6|1|21|47|0
2,7,7,0.496,49|6|1|21|47|0|5
2,7,8,0.496,49|6|1|21|47|0|5|69
2,7,9,0.496,49|6|1|21|47|0|5|69|42
2,7,10,0.496,49|6|1|21|47|0|5|69|42|41
2,7,11,0.494,49|6|1|21|47|0|5|69|42|41|70
2,7,12,0.496,49|6|1|21|47|0|5|69|42|41|70|9
2,7,13,0.499,49|6|1|21|47|0|5|69|42|41|70|9|62
2,7,14,0.552,49|6|1|21|47|0|5|69|42|41|70|9|62|52
2,7,15,0.556,49|6|1|21|47|0|5|69|42|41|70|9|62|52|59
2,7,16,0.557,49|6|1|21|47|0|5|69|42|41|70|9|62|52|59|33
2,7,17,0.555,49|6|1|21|47|0|5|69|42|41|70|9|62|52|59|33|68
2,7,18,0.554,49|6|1|21|47|0|5|69|42|41|70|9|62|52|59|33|68|14
2,7,19,0.555,49|6|1|21|47|0|5|69|42|41|70|9|62|52|59|33|68|14|55
2,7,20,0.556,49|6|1|21|47|0|5|69|42|41|70|9|62|52|59|33|68|14|55|23
2,8,1,0.378,49
2,8,2,0.424,49|6
2,8,3,0.424,49|6|1
2,8,4,0.424,49|6|1|21
2,8,5,0.425,49|6|1|21|47
2,8,6,0.425,49|6|1|21|47|0
2,8,7,0.425,49|6|1|21|47|0|5
2,8,8,0.425,49|6|1|21|47|0|5|69
2,8,9,0.425,49|6|1|21|47|0|5|69|42
2,8,10,0.422,49|6|1|21|47|0|5|69|42|41
2,8,11,0.46,49|6|1|21|47|0|5|69|42|41|59
2,8,12,0.461,49|6|1|21|47|0|5|69|42|41|59|33
2,8,13,0.46,49|6|1|21|47|0|5|69|42|41|59|33|68
2,8,14,0.458,49|6|1|21|47|0|5|69|42|41|59|33|68|9
2,8,15,0.473,49|6|1|21|47|0|5|69|42|41|59|33|68|9|52
2,8,16,0.477,49|6|1|21|47|0|5|69|42|41|59|33|68|9|52|14
2,8,17,0.485,49|6|1|21|47|0|5|69|42|41|59|33|68|9|52|14|55
2,8,18,0.486,49|6|1|21|47|0|5|69|42|41|59|33|68|9|52|14|55|70
2,8,19,0.49,49|6|1|21|47|0|5|69|42|41|59|33|68|9|52|14|55|70|23
2,8,20,0.493,49|6|1|21|47|0|5|69|42|41|59|33|68|9|52|14|55|70|23|27
2,9,1,0.971,40
2,9,2,0.967,40|13
2,9,3,0.975,40|13|5
2,9,4,0.974,40|13|5|4
2,9,5,0.983,40|13|5|4|21
2,9,6,0.983,40|13|5|4|21|6
2,9,7,0.983,40|13|5|4|21|6|1
2,9,8,0.983,40|13|5|4|21|6|1|47
2,9,9,0.983,40|13|5|4|21|6|1|47|0
2,9,10,0.98,40|13|5|4|21|6|1|47|0|11
2,9,11,0.98,40|13|5|4|21|6|1|47|0|11|46
2,9,12,0.98,40|13|5|4|21|6|1|47|0|11|46|56
2,9,13,0.979,40|13|5|4|21|6|1|47|0|11|46|56|12
2,9,14,0.978,40|13|5|4|21|6|1|47|0|11|46|56|12|8
2,9,15,0.98,40|13|5|4|21|6|1|47|0|11|46|56|12|8|66
2,9,16,0.98,40|13|5|4|21|6|1|47|0|11|46|56|12|8|66|14
2,9,17,0.98,40|13|5|4|21|6|1|47|0|11|46|56|12|8|66|14|55
2,9,18,0.98,40|13|5|4|21|6|1|47|0|11|46|56|12|8|66|14|55|30
2,9,19,0.98,40|13|5|4|21|6|1|47|0|11|46|56|12|8|66|14|55|30|64
2,9,20,0.98,40|13|5|4|21|6|1|47|0|11|46|56|12|8|66|14|55|30|64|27
2,10,1,0.388,49
2,10,2,0.52,49|59
2,10,3,0.519,49|59|33
2,10,4,0.522,49|59|33|68
2,10,5,0.534,49|59|33|68|1
2,10,6,0.534,49|59|33|68|1|6
2,10,7,0.534,49|59|33|68|1|6|21
2,10,8,0.535,49|59|33|68|1|6|21|47
2,10,9,0.541,49|59|33|68|1|6|21|47|14
2,10,10,0.539,49|59|33|68|1|6|21|47|14|55
2,10,11,0.54,49|59|33|68|1|6|21|47|14|55|23
2,10,12,0.549,49|59|33|68|1|6|21|47|14|55|23|64
2,10,13,0.549,49|59|33|68|1|6|21|47|14|55|23|64|27
2,10,14,0.549,49|59|33|68|1|6|21|47|14|55|23|64|27|30
2,10,15,0.549,49|59|33|68|1|6|21|47|14|55|23|64|27|30|2
2,10,16,0.549,49|59|33|68|1|6|21|47|14|55|23|64|27|30|2|36
2,10,17,0.549,49|59|33|68|1|6|21|47|14|55|23|64|27|30|2|36|58
2,10,18,0.549,49|59|33|68|1|6|21|47|14|55|23|64|27|30|2|36|58|18
2,10,19,0.549,49|59|33|68|1|6|21|47|14|55|23|64|27|30|2|36|58|18|28
2,10,20,0.549,49|59|33|68|1|6|21|47|14|55|23|64|27|30|2|36|58|18|28|24
2,11,1,0.402,1
2,11,2,0.402,1|6
2,11,3,0.402,1|6|21
2,11,4,0.402,1|6|21|47
2,11,5,0.402,1|6|21|47|0
2,11,6,0.403,1|6|21|47|0|5
2,11,7,0.432,1|6|21|47|0|5|49
2,11,8,0.432,1|6|21|47|0|5|49|69
2,11,9,0.432,1|6|21|47|0|5|49|69|42
2,11,10,0.43,1|6|21|47|0|5|49|69|42|41
2,11,11,0.453,1|6|21|47|0|5|49|69|42|41|68
2,11,12,0.459,1|6|21|47|0|5|49|69|42|41|68|52
2,11,13,0.46,1|6|21|47|0|5|49|69|42|41|68|52|33
2,11,14,0.462,1|6|21|47|0|5|49|69|42|41|68|52|33|14
2,11,15,0.463,1|6|21|47|0|5|49|69|42|41|68|52|33|14|55
2,11,16,0.467,1|6|21|47|0|5|49|69|42|41|68|52|33|14|55|23
2,11,17,0.469,1|6|21|47|0|5|49|69|42|41|68|52|33|14|55|23|27
2,11,18,0.469,1|6|21|47|0|5|49|69|42|41|68|52|33|14|55|23|27|64
2,11,19,0.469,1|6|21|47|0|5|49|69|42|41|68|52|33|14|55|23|27|64|30
2,11,20,0.469,1|6|21|47|0|5|49|69|42|41|68|52|33|14|55|23|27|64|30|24
3,0,1,0.426,49
3,0,2,0.458,49|66
3,0,3,0.477,49|66|35
3,0,4,0.586,49|66|35|17
3,0,5,0.605,49|66|35|17|59
3,0,6,0.615,49|66|35|17|59|15
3,0,7,0.615,49|66|35|17|59|15|3
3,0,8,0.615,49|66|35|17|59|15|3|16
3,0,9,0.621,49|66|35|17|59|15|3|16|12
3,0,10,0.621,49|66|35|17|59|15|3|16|12|57
3,0,11,0.621,49|66|35|17|59|15|3|16|12|57|11
3,0,12,0.625,49|66|35|17|59|15|3|16|12|57|11|33
3,0,13,0.625,49|66|35|17|59|15|3|16|12|57|11|33|10
3,0,14,0.672,49|66|35|17|59|15|3|16|12|57|11|33|10|52
3,0,15,0.674,49|66|35|17|59|15|3|16|12|57|11|33|10|52|45
3,0,16,0.675,49|66|35|17|59|15|3|16|12|57|11|33|10|52|45|68
3,0,17,0.676,49|66|35|17|59|15|3|16|12|57|11|33|10|52|45|68|46
3,0,18,0.676,49|66|35|17|59|15|3|16|12|57|11|33|10|52|45|68|46|60
3,0,19,0.676,49|66|35|17|59|15|3|16|12|57|11|33|10|52|45|68|46|60|55
3,0,20,0.676,49|66|35|17|59|15|3|16|12|57|11|33|10|52|45|68|46|60|55|56
3,1,1,0.51,49
3,1,2,0.529,49|6
3,1,3,0.529,49|6|1
3,1,4,0.529,49|6|1|21
3,1,5,0.529,49|6|1|21|47
3,1,6,0.529,49|6|1|21|47|42
3,1,7,0.529,49|6|1|21|47|42|69
3,1,8,0.53,49|6|1|21|47|42|69|0
3,1,9,0.532,49|6|1|21|47|42|69|0|41
3,1,10,0.533,49|6|1|21|47|42|69|0|41|5
3,1,11,0.534,49|6|1|21|47|42|69|0|41|5|9
3,1,12,0.534,49|6|1|21|47|42|69|0|41|5|9|70
3,1,13,0.535,49|6|1|21|47|42|69|0|41|5|9|70|62
3,1,14,0.552,49|6|1|21|47|42|69|0|41|5|9|70|62|66
3,1,15,0.551,49|6|1|21|47|42|69|0|41|5|9|70|62|66|46
3,1,16,0.551,49|6|1|21|47|42|69|0|41|5|9|70|62|66|46|35
3,1,17,0.568,49|6|1|21|47|42|69|0|41|5|9|70|62|66|46|35|59
3,1,18,0.587,49|6|1|21|47|42|69|0|41|5|9|70|62|66|46|35|59|15
3,1,19,0.587,49|6|1|21|47|42|69|0|41|5|9|70|62|66|46|35|59|15|57
3,1,20,0.587,49|6|1|21|47|42|69|0|41|5|9|70|62|66|46|35|59|15|57|3
3,2,1,0.362,49
3,2,2,0.367,49|41
3,2,3,0.367,49|41|69
3,2,4,0.367,49|41|69|42
3,2,5,0.367,49|41|69|42|1
3,2,6,0.367,49|41|69|42|1|6
3,2,7,0.367,49|41|69|42|1|6|21
3,2,8,0.367,49|41|69|42|1|6|21|47
3,2,9,0.398,49|41|69|42|1|6|21|47|46
3,2,10,0.398,49|41|69|42|1|6|21|47|46|0
3,2,11,0.398,49|41|69|42|1|6|21|47|46|0|5
3,2,12,0.402,49|41|69|42|1|6|21|47|46|0|5|35
3,2,13,0.402,49|41|69|42|1|6|21|47|46|0|5|35|9
3,2,14,0.401,49|41|69|42|1|6|21|47|46|0|5|35|9|70
3,2,15,0.418,49|41|69|42|1|6|21|47|46|0|5|35|9|70|52
3,2,16,0.417,49|41|69|42|1|6|21|47|46|0|5|35|9|70|52|62
3,2,17,0.425,49|41|69|42|1|6|21|47|46|0|5|35|9|70|52|62|59
3,2,18,0.445,49|41|69|42|1|6|21|47|46|0|5|35|9|70|52|62|59|57
3,2,19,0.456,49|41|69|42|1|6|21|47|46|0|5|35|9|70|52|62|59|57|17
3,2,20,0.461,49|41|69|42|1|6|21|47|46|0|5|35|9|70|52|62|59|57|17|15
3,3,1,0.262,49
3,3,2,0.279,49|6
3,3,3,0.279,49|6|1
3,3,4,0.279,49|6|1|21
3,3,5,0.28,49|6|1|21|47
3,3,6,0.328,49|6|1|21|47|46
3,3,7,0.328,49|6|1|21|47|46|0
3,3,8,0.328,49|6|1|21|47|46|0|42
3,3,9,0.328,49|6|1|21|47|46|0|42|69
3,3,10,0.329,49|6|1|21|47|46|0|42|69|41
3,3,11,0.329,49|6|1|21|47|46|0|42|69|41|5
3,3,12,0.341,49|6|1|21|47|46|0|42|69|41|5|59
3,3,13,0.343,49|6|1|21|47|46|0|42|69|41|5|59|66
3,3,14,0.353,49|6|1|21|47|46|0|42|69|41|5|59|66|35
3,3,15,0.354,49|6|1|21|47|46|0|42|69|41|5|59|66|35|17
3,3,16,0.368,49|6|1|21|47|46|0|42|69|41|5|59|66|35|17|11
3,3,17,0.373,49|6|1|21|47|46|0|42|69|41|5|59|66|35|17|11|15
3,3,18,0.373,49|6|1|21|47|46|0|42|69|41|5|59|66|35|17|11|15|57
3,3,19,0.373,49|6|1|21|47|46|0|42|69|41|5|59|66|35|17|11|15|57|3
3,3,20,0.374,49|6|1|21|47|46|0|42|69|41|5|59|66|35|17|11|15|57|3|33
3,4,1,0.471,49
3,4,2,0.481,49|6
3,4,3,0.481,49|6|1
3,4,4,0.481,49|6|1|21
3,4,5,0.483,49|6|1|21|41
3,4,6,0.483,49|6|1|21|41|47
3,4,7,0.483,49|6|1|21|41|47|42
3,4,8,0.483,49|6|1|21|41|47|42|69
3,4,9,0.483,49|6|1|21|41|47|42|69|0
3,4,10,0.483,49|6|1|21|41|47|42|69|0|5
3,4,11,0.516,49|6|1|21|41|47|42|69|0|5|35
3,4,12,0.568,49|6|1|21|41|47|42|69|0|5|35|66
3,4,13,0.571,49|6|1|21|41|47|42|69|0|5|35|66|15
3,4,14,0.572,49|6|1|21|41|47|42|69|0|5|35|66|15|57
3,4,15,0.572,49|6|1|21|41|47|42|69|0|5|35|66|15|57|3
3,4,16,0.572,49|6|1|21|41|47|42|69|0|5|35|66|15|57|3|16
3,4,17,0.584,49|6|1|21|41|47|42|69|0|5|35|66|15|57|3|16|12
3,4,18,0.585,49|6|1|21|41|47|42|69|0|5|35|66|15|57|3|16|12|11
3,4,19,0.59,49|6|1|21|41|47|42|69|0|5|35|66|15|57|3|16|12|11|45
3,4,20,0.591,49|6|1|21|41|47|42|69|0|5|35|66|15|57|3|16|12|11|45|10
3,5,1,0.486,44
3,5,2,0.586,44|33
3,5,3,0.586,44|33|68
3,5,4,0.588,44|33|68|55
3,5,5,0.592,44|33|68|55|23
3,5,6,0.595,44|33|68|55|23|64
3,5,7,0.595,44|33|68|55|23|64|27
3,5,8,0.595,44|33|68|55|23|64|27|30
3,5,9,0.595,44|33|68|55|23|64|27|30|24
3,5,10,0.595,44|33|68|55|23|64|27|30|24|36
3,5,11,0.595,44|33|68|55|23|64|27|30|24|36|32
3,5,12,0.595,44|33|68|55|23|64|27|30|24|36|32|18
3,5,13,0.595,44|33|68|55|23|64|27|30|24|36|32|18|28
3,5,14,0.595,44|33|68|55|23|64|27|30|24|36|32|18|28|2
3,5,15,0.595,44|33|68|55|23|64|27|30|24|36|32|18|28|2|58
3,5,16,0.597,44|33|68|55|23|64|27|30|24|36|32|18|28|2|58|59
3,5,17,0.597,44|33|68|55|23|64|27|30|24|36|32|18|28|2|58|59|56
3,5,18,0.596,44|33|68|55|23|64|27|30|24|36|32|18|28|2|58|59|56|52
3,5,19,0.595,44|33|68|55|23|64|27|30|24|36|32|18|28|2|58|59|56|52|62
3,5,20,0.595,44|33|68|55|23|64|27|30|24|36|32|18|28|2|58|59|56|52|62|61
3,6,1,0.47,49
3,6,2,0.47,49|42
3,6,3,0.47,49|42|69
3,6,4,0.474,49|42|69|21
3,6,5,0.474,49|42|69|21|1
3,6,6,0.474,49|42|69|21|1|6
3,6,7,0.478,49|42|69|21|1|6|41
3,6,8,0.478,49|42|69|21|1|6|41|47
3,6,9,0.479,49|42|69|21|1|6|41|47|0
3,6,10,0.479,49|42|69|21|1|6|41|47|0|5
3,6,11,0.477,49|42|69|21|1|6|41|47|0|5|9
3,6,12,0.479,49|42|69|21|1|6|41|47|0|5|9|70
3,6,13,0.482,49|42|69|21|1|6|41|47|0|5|9|70|59
3,6,14,0.515,49|42|69|21|1|6|41|47|0|5|9|70|59|46
3,6,15,0.517,49|42|69|21|1|6|41|47|0|5|9|70|59|46|62
3,6,16,0.526,49|42|69|21|1|6|41|47|0|5|9|70|59|46|62|35
3,6,17,0.531,49|42|69|21|1|6|41|47|0|5|9|70|59|46|62|35|17
3,6,18,0.532,49|42|69|21|1|6|41|47|0|5|9|70|59|46|62|35|17|33
3,6,19,0.544,49|42|69|21|1|6|41|47|0|5|9|70|59|46|62|35|17|33|52
3,6,20,0.554,49|42|69|21|1|6|41|47|0|5|9|70|59|46|62|35|17|33|52|68
3,7,1,0.522,49
3,7,2,0.548,49|6
3,7,3,0.548,49|6|1
3,7,4,0.548,49|6|1|21
3,7,5,0.548,49|6|1|21|47
3,7,6,0.548,49|6|1|21|47|0
3,7,7,0.548,49|6|1|21|47|0|42
3,7,8,0.548,49|6|1|21|47|0|42|69
3,7,9,0.549,49|6|1|21|47|0|42|69|5
3,7,10,0.548,49|6|1|21|47|0|42|69|5|41
3,7,11,0.562,49|6|1|21|47|0|42|69|5|41|59
3,7,12,0.564,49|6|1|21|47|0|42|69|5|41|59|9
3,7,13,0.563,49|6|1|21|47|0|42|69|5|41|59|9|70
3,7,14,0.57,49|6|1|21|47|0|42|69|5|41|59|9|70|17
3,7,15,0.573,49|6|1|21|47|0|42|69|5|41|59|9|70|17|62
3,7,16,0.59,49|6|1|21|47|0|42|69|5|41|59|9|70|17|62|33
3,7,17,0.605,49|6|1|21|47|0|42|69|5|41|59|9|70|17|62|33|68
3,7,18,0.613,49|6|1|21|47|0|42|69|5|41|59|9|70|17|62|33|68|52
3,7,19,0.614,49|6|1|21|47|0|42|69|5|41|59|9|70|17|62|33|68|52|14
3,7,20,0.617,49|6|1|21|47|0|42|69|5|41|59|9|70|17|62|33|68|52|14|55
3,8,1,0.431,49
3,8,2,0.467,49|6
3,8,3,0.467,49|6|1
3,8,4,0.467,49|6|1|21
3,8,5,0.467,49|6|1|21|47
3,8,6,0.467,49|6|1|21|47|0
3,8,7,0.476,49|6|1|21|47|0|41
3,8,8,0.476,49|6|1|21|47|0|41|42
3,8,9,0.476,49|6|1|21|47|0|41|42|69
3,8,10,0.477,49|6|1|21|47|0|41|42|69|5
3,8,11,0.476,49|6|1|21|47|0|41|42|69|5|70
3,8,12,0.477,49|6|1|21|47|0|41|42|69|5|70|9
3,8,13,0.476,49|6|1|21|47|0|41|42|69|5|70|9|62
3,8,14,0.475,49|6|1|21|47|0|41|42|69|5|70|9|62|59
3,8,15,0.522,49|6|1|21|47|0|41|42|69|5|70|9|62|59|66
3,8,16,0.528,49|6|1|21|47|0|41|42|69|5|70|9|62|59|66|35
3,8,17,0.532,49|6|1|21|47|0|41|42|69|5|70|9|62|59|66|35|33
3,8,18,0.533,49|6|1|21|47|0|41|42|69|5|70|9|62|59|66|35|33|46
3,8,19,0.538,49|6|1|21|47|0|41|42|69|5|70|9|62|59|66|35|33|46|17
